id,eng__001,eng__002,eng__003,eng__004,afr__001,afr__002,afr__003,afr__004,afr__005,zul__001,zul__002,zul__003,xho__001,xho__002,xho__003,xho__004,ssw__001,ssw__002,ssw__003,ssw__004,ssw__005,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,nso__001,nso__002,nso__003,sot__001,sot__002,sot__003,sot__004,ven__001,ven__002,ven__003,ven__004,tso__001,tso__002,tso__003,tso__004
dsac_multi_hum_00342,open market,,,,oop mark,ope mark,,,,imakethe evulelekile,,,imarike engenazithintelo,imarike evulelekileyo,,,imakethe lengenamkhawulo,imakethe lekhululekile,,,,imakethe evulekileko,imakethe enganamkhawulelo,,,mmarakalokologileng,mmarakagololesegileng,,mmaraka wa go gwebišana le dinaga tša ka ntle,,,maraka o hlodisanang le emeng,maraka o bulehileng,,,maraga wo vuleaho,makete wo vuleaho,,,makete wo pfuleka,,,
dsac_multi_hum_00343,opportunity cost,,,,geleentheidskoste,,,,,uthatha ithuba ngokungenasiqiniseko,,,iindleko zokuncamileyo,,,,inzuzo yekulandzela ematfuba,,,,,ilahlekelo yokuzuza,,,,tatlhegeloponotšhono,,,ditshenyagalelo tša go hlola monyetla,,,ditjeo tsa ho fola molemo,ditshenyehelo tsa ho fola molemo,,,tshinyalelo ya mbuelo,,,,mbuyelo eka xitshikiwa,,,
dsac_multi_hum_00344,owner’s equity,,,,eienaarsekwiteit,,,,,isabelo somninibhizinisi,,,inkunzi yabatyali-mali,,,,sabelomnikati,,,,,isabelo somsisi,,,,kabomong,,,setseka sa mong,,,boemo ba letsete,boleng ba letsete,,,mikovhevhuṋe,,,,nkavelo wa n’wini,,,
dsac_multi_hum_00345,parent company,holding company,,,moedermaatskappy,,,,,inkampani engamele ezinye,,,inkampani eyongameleyo,inkampani elawulayo,,,inkampanimsuka,,,,,ikhampani elawula ezinye,,,,setlamokokamo,setlamosegolo,,khamphani yeo e laolago dikhamphani tše dingwe,,,khamphani e laolang tse ding,,,,khamphanindauli,,,,bindzulawulo,,,
dsac_multi_hum_00346,partnership,,,,vennootskap,,,,,ubambiswano ebhizinisini,ukuhlanganyela ebhizinisini,,ubambiswano kushishino,indibaniselwano kushishino,,,buhlanganyeli,lubanjiswano,,,,ibhizinisi eyihlanganyela,ibhizinisihlanganyela,,,semphato,,,kgwebišano,,,selekane kgwebong,,,,tshumisano,,,,ntirhisano,xinakulobye,,
dsac_multi_hum_00347,pay-as-you-earn {system},PAYE,,,lopende betaalstelsel,LBS,,,,intela ngokweholo,,,irhafu etsalwa ngokomvuzo,i-PAYE,,,intsela ngekweliholo,umtselo ngekweliholo,i-PAYE,,,UmThelo umQatjhi awuDosa esiSebenzini,ukuthela ngokomrholo,,,kgethisoletseno,PAYE,,motšhelo go ya ka mogolo,PAYE,,lekgetho ho ya ka moputso,PAYE,,,muthelo u ya nga muholo,mbadelo ya muthelo u ya nga muholo,,,xibalo ku ya hi muholo,,,
dsac_multi_hum_00348,payment due date,due date,,,betaaldatum,,,,,usuku lokukhokha,,,umhla wokuhlawula,,,,lusukulumiso lwekubhadala,lusuku lolumiselwe kubhadala,,,,ilanga lokugcina lokubhadala,,,,letlhatuelo,,,letšatšikgwedi leo go letetšwego tefelo,,,letsatsi la ho lefa,,,,ḓuvha ḽa mbadelo,,,,siku ro hetelela ro hakela,,,
dsac_multi_hum_00349,payroll deduction,,,,betaalstaataftrekking,,,,,imali ebanjwa emholweni,,,okutsalwa emvuzweni,okutsalwa kumrholo,,,tincutfwamholweni,tidvonswamholweni,lokudvonswa emholweni webasebenti,,,okudoswa emrholweni,,,,kgogelogolo,,,tšhelete yeo e gogwago mogolong,dikgogelo moputsong,,tjhelete e hulwang moputsong,,,,mashelenikokodzwa kha muholo,muṱuso kha mutevhe wa muholo,,,mali leyi kokiwaka emuholweni,,,
dsac_multi_hum_00350,payroll tax,,,,betaalstaatbelasting,,,,,intela yemiholo,,,irhafu etsalwa emvuzweni,irhafu etsalwa kumrholo,,,intsela ledvonswa emholweni,umtselo lodvonswa emholweni,,,,umthelo odoswa emrholweni,,,,lekgethogolo,,,motšhelo wo o gogwago mogolong,motšhelo wo o gogwago moputsong,,lekgetho le hulwang moputsong,kgafa e hulwang moputsong,,,muthelo kha mutevhe wa muholo,,,,xibalo lexi kokiwaka emuholweni,,,
dsac_multi_hum_00351,payslip,,,,salarisstrokie,betaalstrokie,,,,isiliphu somholo,ipheshanasifakaziso somholo,,ingxelo-nkcukacha yomvuzo,ingxelo-nkcukaxha yomrholo,,,siliphumholo,ipheyisiliphu,lipheshanamholo,,,isitlankana somrholo,ipheyislibhu,,,tshupagolo,selipituelo,,selipi sa moputso,selipi sa mogolo,,selipi sa moputso,,,,tsumbamuholo,,,,xilipi xa muholo,,,
dsac_multi_hum_00352,pension,,,,pensioen,,,,,umhlalaphansi,impesheni,,imali yomhlala-phantsi,,,,umhlalaphansi,impesheni,,,,ipentjheni,umhlalaphasi,,,tholotiro,phenšene,,phenšene,,,phenshene,bojanala,,,phesheni,,,,phenxeni,,,
dsac_multi_hum_00353,pension fund,,,,pensioenfonds,,,,,isikhwama somhlalaphansi,impesheni,,ingxowa-mali yomhlala-phantsi,,,,sikhwama semhlalaphansi,sikhwama sempesheni,lidlelantfongeni,,,isikhwama sepentjheni,isikhwama somhlalaphasi,,,letloletholotiro,letlolephenšene,,sekhwama sa phenšene,setlamo sa phenšene,,letlole la diphenshene,letlole la bojanala,,,tshikwama tsha phesheni,,,,nkwama wa phenxeni,,,
dsac_multi_hum_00354,per capita income,,,,per capita-inkomste,,,,,ingeniso,,,ingeniso ngokomntu ngamnye elizweni,,,,imalingena ngamuntfumunye,,,,,isahlukaniselo sengeniso,,,,letseno-ka-motho,,,letseno ka motho ka motho,mogolo ka hlogo ka hlogo,,palohare ya ho ya ka lekeno la motho,,,,mbuelo nga muthu,,,,malinghena ya munhu hi munhu,,,
dsac_multi_hum_00355,perpetual succession,,,,ewigdurende opvolging,,,,,ihlalanjalo,,,ukuqhuba kweshishini de livalwe,,,,kulandzelana lokungagcini,kulandzelana lokungenamkhawulo,,,,ikambiso yokuvalwa kwebhizinisi,,,,tsweletsokgwebo,,,tlhatlamano yeo e sa feleng,,,tlhahlamano kgwebong,,,,thevhekano bvelaphanḓa,thevhekano mvelaphanḓa,,,nandzelelano lowu yaka emahlweni,,,
dsac_multi_hum_00356,personal savings,,,,persoonlike spaargeld,,,,,ukuzongela imali,,,ukuzongela imali,,,,kutongela imali,kutibekela imali,kutilondvolotela imali,,,ukuzibulungela,ukuzibekela,,,ipolokelomadi,,,tšhelete ye o ipolokelago,,,boipolokelo,,,,u ḓivhulungela,,,,ku tihlayisela mali,,,
dsac_multi_hum_00357,physical capital,,,,fisiese kapitaal,,,,,insizakukhiqiza,,,isixhobo sokuvelisa esiphathekayo,isixhobo sokuvelisa esibambekayo,,,imphahla lephatsekako,imphahla lebonakalako,imphahla letsintsekako,,,ipahla yokukhiqiza,,,,thototshwarego,,,khepetlele ya diphahlo,,,khapitale e teng,khapitale e tshwarehang,,,thundu ya vhubindudzi,ndaka ya vhubindudzi,,,nhundzu ya bindzu,,,
dsac_multi_hum_00358,planned economy,,,,beplande ekonomie,,,,,umnotho olawulwa uhulumeni,,,uqoqosho olucwangcisiweyo,,,,umnotfohlelwa,,,,,umnotho ohleliweko,,,,ikonomirulagantsweng,,,ikonomi yeo e beakantšwego,,,moruo o laolwang ke mmuso,,,,ikonomindangwa,,,,ikhonomi yo kunguhatiwa,,,
dsac_multi_hum_00359,poverty rate,,,,armoedekoers,,,,,izingasilinganiso lobubha,,,izinga lendlala,izinga lentlupheko,izinga lobuhlwempu,,silinganisobuphuya,,,,,isilinganiso sobuchaka,,,,kelotlhoki,kelodidi,kelotlhoki,kelo ya bodiidi,kelo ya bohloki,,sekgahla sa bofumanehi,,,,tshikalavhushai,,,,mpimo wa vusweti,,,
dsac_multi_hum_00360,price ceiling {maximum price},,,,prysplafon,,,,,inanimkhawulo,,,ixabiso eliphezulu elimiselweyo,,,,umkhawulontsengo,intsengo lengeciwa,,,,umkhawulelo wentengophezulu,,,,bogodimotlhotlhwa,,,magomo a theko,,,sehlohlolo sa theko,,,,gumofulu ḽa mutengo,,,,vugimahenhla bya mixavo,,,
dsac_multi_hum_00361,price elasticity,,,,pryselastisiteit,,,,,ukuguquguquka kwentengiso,,,usabelo kwinguqu-maxabiso,,,,ingucukontsengo,luntjintjontsengo,,,,isilinganisobambelelo sentengo,,,,phetophetogotlhotlhwa,taologotlhotlhwa,,phetogophetogo ya ditheko,,,phetophetoho ya theko,,,,muelonyaluwo kha u gonya na u tsa ha mutengo,,,,ntsanyukontsanyuko wa nxavo,,,
dsac_multi_hum_00362,price floor {lowest acceptable price},,,,prysvloer,,,,,inani eliphansi,,,ixabiso eliphantsi elimiselweyo,,,,umkhawulontsengo lophasi,,,,,umkhawulelo wentengophasi,,,,botlasetlhotlhwa,,,ditheko tša tlasetlase tšeo di dumeletšwego,,,theko e tlasetlase,,,,gumoṱuku ḽa mutengo,,,,vugimahansi bya mixavo,,,
dsac_multi_hum_00363,price stability,,,,prysstabiliteit,,,,,ukuzinza kwamanani,,,uzinzo kumaxabiso,,,,lutintontsengo,,,,,ukunzinza kweentengo,,,,nitamotlhotlhwa,,,tielelo ya ditheko,,,botsitso ba theko,,,,vhudziki ha mitengo,,,,nxavonkacinco,,,
dsac_multi_hum_00364,primary business,,,,primêre onderneming,primêre sakebedryf,,,,ibhizinisi ezingeni lokuqala,,,ishishini ngemithombo yendalo,ishishini ngeemveliso zendalo,ishishini ngeemveliso ezikrwada,,ibhizinisi yemitfombomvelo,,,,,ibhizinisisendlalelo,ibhizinisimvelo,,,kgwebotheo,,,kgwebo ya methopo ya tlhago,,,kgwebo ya mehlodi ya tlhaho,,,,binduthanzi,,,,bindzu ra swihumesiwa swa masungulo,,,
dsac_multi_hum_00365,primary industry,primary sector,,,primêre nywerheid,,,,,imboni ezingeni lokuqala,,,ushishino ngemithombo yendalo,ushishino ngeemveliso zendalo,ushishino ngeemveliso ezikrwada,,imbonisisekelo,imbonimsuka,,,,ibubulo lokwemba nokubuthelela,ibubulosendlalelo,ibubulomvelo,,bodirelotheo,,,intaseteri ya methopo ya tlhago,,,indastri ya mehlodi ya tlhaho,,,,nḓowetshumothanzi,vhubveledzithanzi,,,vumaki bya swihumesiwa swa masungulo,,,
dsac_multi_hum_00366,primary production,,,,primêre produksie,,,,,ukukhiqiza ezingeni lokuqala,,,imveliso ngezendalo,imveliso ngezikrwada,,,lukhicito lwemtfombomvelo,,,,,umkhiqizosendlalelo,ukukhiqiza ngemvelo,,,tlhagisotheo,,,tšweletšo ya methopo ya tlhago,tšweletšo ya motheo,,tlhahiso ka mehlodi ya tlhaho,,,,mveledzisothanzi,,,,andziso wa masungulo,,,
dsac_multi_hum_00367,principal {a loan},,,,hoofsom,,,,,imalimboleko,,,inkunzi yemali ezalayo,,,,samba lesingenantalo,imali yesisekelontalo,imalil yeubolekontalo,,,imalisisekelo ebolekiweko,,,,molatotheo,sekolototheo,,tšhelete ya mathomo ya kadimo,,,tjhelete ya motheo ya lounu,tjhelete ya motheo ya kadimo,,,tshikolodo tshihulwane,,,,malixidzi,,,
dsac_multi_hum_00368,private company,,,,privaat maatskappy,,,,,inkampani ezimele,,,inkampani yabucala,inkampani ezimeleyo,,,inkampani yangasese,inkampani letimele,,,,ikhamphani yangeqadi,,,,setlamoporaefete,,,khamphani ya phoraefete,khamphani ye e sego ya mmušo,,khamphani ya praefete,,,,khamphani ya phuraivethe,,,,khamphani ya phurayivhete,,,
dsac_multi_hum_00369,private enterprise,,,,privaat onderneming,,,,,ibhizinisi elizimele,,,ishishini labucala,ishishini elizimeleyo,,,ibhizinisi letimele,ibhizinisi lengasiyo yahulumende,ibhizinisi yangasese,,,irhwebo langeqadi,ibhizinisi yangeqadi,,,kgweboporaefete,,,kgwebo ya phoraefete,kgwebo yeo e sego ya mmušo,,kgwebo ya praefete,,,,bindu ḽa phuraivethe,,,,bindzu ra phurayivhete,,,
dsac_multi_hum_00370,private property,,,,privaat eiendom,,,,,impahla enobunikazi obuzimele,,,impahla engeyokarhulumente,,,,imphahla lengasiyo yahulumende,imphahla letimele,imphahla yangasese,,,ipahla yangeqadi,ipahla engasi karhulumende,,,thotoporaefete,,,thoto ya phoraefete,thoto yeo e sego ya mmušo,,thepa ya praefete,,,,ndaka ya phuraivethe,thundu ya phuraivethe,,,nhundzu ya phurayivhete,,,
dsac_multi_hum_00371,production,,,,produksie,,,,,ukukhiqiza,,,ukuvelisa,,,,kukhicita,,,,,ukukhiqiza,,,,tlhagiso,,,tšweletšo,,,tlhahiso,,,,vhubveledzi,,,,ntshovelo,andziso,,
dsac_multi_hum_00372,productivity {labour efficiency},,,,produktiviteit,,,,,izingakukhiqiza,,,umlinganiselo wemveliso,,,,silinganisokukhicita,,,,,isilinganiso sokukhiqiza,,,,- tlhagiso,,,botšweletši,,,sekgahla sa tlhahiso,,,,kubveledzele,,,,mpimo wa ntshovelo,,,
dsac_multi_hum_00373,profit,,,,wins,,,,,inzuzo,,,inzuzo,,,,inzuzo,intalo,,,,inzuzo,,,,morokotso,poelo,,poelo,,,phaello,,,,mbuelo,,,,mbhindzulo,,,
dsac_multi_hum_00374,profit margin,,,,winsmarge,,,,,inkombanzuzo,,,isalathi-nzuzo,,,,inkhombantalo,inkhombanzuzo,,,,isikhombinzuzo,ikombanzuzo,,,kelorokotso,kelopoelo,,sešupapoelo,,,tshupo ya phaello,,,,t shisumbambuelo,,,,xikombambhindzulo,,,
dsac_multi_hum_00375,progressive tax,,,,progressiewe belasting,,,,,intela ngangomholo,,,irhafu etsalwa ngokunyuka kwengeniso,,,,intseladvonswa ngekwelinanimholo,,,,,umthelo odoswa ngokomrholo,,,,kgethiso-ka-letseno,,,motšhelo wo o rotogago go ya ka letseno,motšhelo wo o oketšegago go ya ka letseno,,lekgetho le hulwang ho ya ka moputso,kgafa e hulwang ho ya ka moputso,,,muthelo u ya nga muholo,,,,xibalo ku ya hi muholo,,,
dsac_multi_hum_00376,promissory note,,,,promesse,,,,,isethembiso senkokhelo,,,imvumelwano yentlawulo ebhalwe phantsi,isithembiso-ntlawulo esibhaliweyo,,,incwadzisetsembiso yekubhadalana,sivumelwano sekukhokhelana,,,,isethembiso sokubhadala,isethembiso sokubhadela,,,lokwalotsholofetso,tshupotsholofetso,,lengwalotshepišotefelo,,,tshepiso e ngotsweng ya ho lefa,,,,ḽiṅwalo phulufhedzisi,,,,papila ra xitshembiso xo hakela,,,
dsac_multi_hum_00377,property investment,,,,eiendomsbelegging,,,,,utshalomali ngokuthenga izindlu,,,utyalo-mali ngesakhiwo,,,,lusisomphahla,lutjalomphahla,luhlanyelomphahla,,,isisopahla,,,,peeletsothoto,,,peeletšothoto,,,letsete la thepa,,,,vhubindudzi ha ndaka,vhubindudzi ha thundu,,,vuvekisi eka nhundzu,,,
dsac_multi_hum_00378,proportional tax,flat-rate tax,,,proporsionele belasting,,,,,intela edonswa ngokulingana,,,irhafu etsalwa ngokwengeniso,,,,lulinganontsela,intsela lelinganako,,,,umthelo wesilinganiso sinye,,,,lekgethotekano,,,motšhelo wo o lekaneditšwego,,,lekgetho le lekanang tefo,kgafa e lekanang tefo,,,muthelo tetshelwa,,,,xibalondzingano,,,
dsac_multi_hum_00379,public company,,,,openbare maatskappy,,,,,inkampani evulelekile,,,inkampani enezabelo ezivulelekileyo,,,,inkampani yesive,inkampani levulekile,,,,ikhamphani evulekileko,ikhamphani yomphakathi,,,setlamotšhaba,,,khamphani ya bohle,,,khampani ya setjhaba,,,,khamphani ya tshitshavha,khamphani ya nnyi na nnyi,,,khamphani ya mani na mani,,,
dsac_multi_hum_00380,public enterprise,,,,openbare onderneming,,,,,ibhizinisi likahulumeni,,,ishishini elinolawulo lukarhulumente,,,,ibhizinisi yahulumende,,,,,irhwebo lombuso,ibhizinisi lomphakathi,,,kgwebotšhaba,,,kgwebo ya mmušo,,,kgwebo ya mmuso,,,,bindu ḽa muvhuso,,,,bindzu ra mfumo,,,
dsac_multi_hum_00381,public goods,,,,openbare goedere,,,,,impahla kahulumeni,,,iimpahla zikarhulumente,,,,imphahla yahulumende,,,,,ipahla nezenzelwa zikarhulumende,,,,dithototšhaba,dithotopuso,,dithoto tša mmušo,,,thepa le ditshebeletso tsa mmuso,,,,zwishumiswa nga vhoṱhe,,,,nhundzu ya mfumo,,,
dsac_multi_hum_00382,public investment,,,,openbare belegging,,,,,utshalomali lukahulumeni,,,utyalo-mali lukarhulumente,,,,lusisomali lwahulumende,luhlanyelomali lwahulumende,lutjalomali lwahulumende,,,isisomali lakarhulumende,isisomali likarhulumende,,,peeletsotšhaba,,,peeletšo ya mmušo,,,letsete la setjhaba,,,,vhubindudzi ha muvhuso,,,,vuvekisi bya mfumo,,,
dsac_multi_hum_00383,public sector,,,,openbare sektor,,,,,umkhakha kahulumeni,,,icandelo likarhulumente,,,,umkhakha wahulumende,,,,,ikoro karhulumende,,,,lephatatšhaba,lephatapuso,,lekala la mmušo,lefapha la mmušo,,lekala la mmuso,,,,khethekanyo ya muvhuso,,,,xiyenge xa mfumo,sekitara ya mfumo,,
dsac_multi_hum_00384,purchase price,,,,koopprys,,,,,intengisonani,inani lokuthenga,,ixabiso lentengo,,,,intsengo,,,,,intengo,,,,tlhotlhwatheko,,,theko,poreisi,,theko,,,,mutengo wa u renga,,,,nxavo,,,
dsac_multi_hum_00385,quota {economics},,,,kwota,,,,,inani elinqunyiwe,,,ushishino olunemiqathango,,,,silinganisomkhawulo,,,,,ukukhawulelwa kwerhwebelwano,,,,khouta,,,khouta,palo ye e beilwego ya ditšweletšwa,,khouta,,,,khoutha,,,,nhlayo leyi pimiweke,,,
dsac_multi_hum_00386,rate of return,,,,opbrengskoers,,,,,izingasilinganiso sembuyiselo,,,izinga lengeniso,izinga lenzuzo,,,silinganisonzuzo,,,,,isilinganiso sembuyiselo,isilinganiso selahlekelo,,,kelopoelo,,,kelo ya poelo,,,sekgahla sa poello,,,,phimo ya mbuelo,,,,mpimo wa mbuyelo,,,
dsac_multi_hum_00387,rates {municipal},,,,eiendomsbelasting,erfbelasting,,,,intela kamasipala,,,irhafu kamasipala,,,,umtselo wamasipalati,,,,,umthelo wobunikazipahla,,,,ditefiso,dikgethiso,,metšhelo ya masepala,,,lekgetho la masepala,kgafa ya masepala,,,mbadelo dza masipala,,,,tihakelo ta masipala,,,
dsac_multi_hum_00388,rationalise {economics},,,,rasionaliseer,,,,,ukuphucula indlela yokwenza,,,uphuculo-ndlela yokusebenza,,,,ndlelancono wekusebenta,,,,,ukuphucula indlela yokusebenza,,,,tokafatsa,,,beakanya khamphani leswa,maatlafatša khamphani,,-ntlafatsa mekgwa ya tshebetso,,,,khwiniso ya mashumele,,,,ku hunguta vatirhi,,,
dsac_multi_hum_00389,rebate {e.g. purchase},,,,korting,,,,,isaphulelombuyiselo,,,isaphulelo-rhafu,,,,sephulelo,,,,,isehliselo,isephulelo,,,phokoletso,,,phokoletšo,,,puseletso,,,,phungudzo,,,,malintlheriselo,,,
dsac_multi_hum_00390,recession,,,,resessie,,,,,inzikamnotho,,,uxinzelelo kuqoqosho,,,,lwehlomnotfo,,,,,ukubogaboga,ukutekateka,,,koafalo,,,phuhlamonakwana ya ikonomi,,,putlamo ya moruo,,,,u tsa ha ikonomi lwa tshifhinganyana,,,,ku wa ka ikhonomi xinkadyana,,,
dsac_multi_hum_00391,reflation,,,,reflasie,,,,,impehlamnotho,,,ubuyiselo-qoqosho esiqhelweni,,,,sikhutsati selukhulomnotfo,,,,,ukuvuselela umnotho,ukuphakamisa umnotho,,,matlafatso,tlhosetso,,maatlafatšo ya ikonomi,refoleišene,,matlafatso ya moruo,refleishene,,,khwaṱhiso ya ikonomi,,,,rhifulexini,,,
dsac_multi_hum_00392,regressive tax,,,,regressiewe belasting,,,,,intela evuna abahola kakhulu,,,irhafu engamiselwanga ngokomvuzo,,,,intselancane kulabahola kakhulu,intselancindzetelo kulabahola kancane,,,,iphekghukomthelo,umthelo ozuzisa abarhola khulu,,,kgethisotshokamo,,,motšhelo wo o holago ba letseno la godimo,,,lekgetho le molemong wa ba meputso e hodimo,,,,muthelotsikavhashai,,,,xibalo xo vuyerisa lava holaka ngopfu,,,
dsac_multi_hum_00393,repo rate {Reserve Bank},repurchase rate,,,repokoers,teko-koers,,,,izingasilinganiso lembolekomali,,,izinga lenzala lebhanki enguvimba,,,,silinganisontalo,,,,,isilinganiso semalinzalo yeBhanga yeNarha,isilinganiso semalinzalo yeBhanga yeliZwe,,,kelokadimo,,,kelo ya tswala,,,sekgahla sa kadimo ya dibanka,reporeiti,,,nyingapfuma ya bannga ya vhukati,,,,mpimo wa ntswalo wa bangikulu,,,
dsac_multi_hum_00394,repossess {e.g. goods},,,,terugneem,,,,,ukudlelwa impahla,,,ukuthimba,,,,emuka imphahlasikweleti,dla imphahla,,,,-emuka,-dla okuthenge ngesikwelede,-dla okuthenge ngesikolodo,-muka,thopothoto,tseelothoto,,tšeelwa thoto ya sekoloto,amogwa thoto ya mokitlana,,-hlahla,,,,dzhiulula,ṱunḓulula,,,ku tekeriwa nhundzu ya xikweleti,,,
dsac_multi_hum_00395,repurchase agreement,repo,,,terugkoopooreenkoms,teko,,,,isivumelwano sokuthengisela umdayisi,,,isivumelwano sokuthenga isibambiso obusithengisile,,,,sivumelwano sekutsenga kabusha,,,,,isivumelwano sokuthenga ngobutjha,,,,tumelanothekogape,,,tumelelano ya thekoleswa,,,tumellano ya thekisetsano,,,,thendelano ya u rengahafhu,,,,ntwanano wo xava nakambe,,,
dsac_multi_hum_00396,reservation wage,,,,reserveringsloon,,,,,umholo omncane ovunywa umsebenzi,,,owona mrholo uphantsi onokwamkelwa,,,,liholoncane lelingemukeleka,umholo lomncane lowemukelwa ngumsebenti,,,,umrholoncani obekiweko,,,,mogolotlase,tuelotlase,,moputsotlasetlase wa tumelelano,,,moputso o tlasetlase o ipehetsweng,,,,malamba a ṱanganedzeaho,,,,muholohansimpfumelelano,,,
dsac_multi_hum_00397,retail,,,,kleinhandel,,,,,ukuthengiselana,,,ukuthengisa,,,,kutsengisa,,,,,ukuthengisa ngamancozuncozu,,,,thekiso,,,thekišothwii go badiriši,,,thekiso,,,,mbambadzelavhathu,,,,ku xavisela vanhu thwi,,,
dsac_multi_hum_00398,retained income,retained earnings,,,teruggehoue inkomste,teruggehoue verdienste,,,,ingeniso,inzuzo egodliwe,,inzuzo ebekelwe bucala,,,,imalingena legciniwe,inzuzo legciniwe,,,,isisobuyelelo lengeniso,ingeniso egodliweko,,,letsenotshotsweng,morokotsotsadiso,,letseno leo le beeleditšwego,,,lekeno le tsetelwang hape,,,,mbuelo mbuedzedzwa kha vhubindudzi,,,,malinghena leyi khomiweke,,,
dsac_multi_hum_00399,retrenchment,,,,uitdiensstelling,aflegging,,,,ukudiliza,,,udendo,udilizo-basebenzi,,,ludzilitobasebenti,ludendo,,,,ukudiliza,ukuphungula,,,kgaolotirong,phokotsotirong,,phokotšo ya bašomi,,,phokotso mosebetsing,,,,phungudzo,,,,hunguto wa vatirhi,,,
dsac_multi_hum_00400,return on equity,ROE,,,opbrengs op ekwiteit,ooe,,,,inzuzosabelo yotshalomali,,,imbuyekezo yezabelo kutyalo-mali,i-roe,,,silinganisombuyiselo,,,,,imbuyiselo yomninizabelo,inzuzo yomninizabelo,,,kabopoelo,,,poelo go tša peeletšo,,,poello ya diabo,poello ya ikhwithi,,,mbuelo ya mikovhe,,,,mbuyelo wa mikavelo hi phesente,,,
dsac_multi_hum_00401,return on investment,ROI,,,opbrengs op belegging,oob,,,,inzuzo kutshalomali,,,imbuyekezo kutyalo-mali,i-roi,,,imbuyiselolusiso,inzuzolusiso,,,,inzuzo yesisomali,imbuyiselo yesisomali,,,peeletsopoelo,,,poelo ya peeletšo,,,poello ya letsete,,,,muelo wa vhubindudzi,,,,mbuyelo wa vuvekisi,,,
dsac_multi_hum_00402,revenue {income due to the state},,,,inkomste,,,,,ingenisomali lombuso,,,iintengiso,,,,imalingena,imali yemtselo,,,,ingeniso,irevenyu,,,letseno,,,letseno la mmušo,,,lekeno,,,,mbuelo,,,,mali ya tiko,,,
dsac_multi_hum_00403,risk-free asset,,,,risikovrye bate,,,,,impahla enokungenisa imali,,,impahla engenamngcipheko,i-asethi engenamngcipheko,,,lusisomphahla lolungenabungoti,,,,,ipahla engaba nembuyiselo,,,,thototlhokatshosetso,,,thoto yeo e tlišago dipoelo,thoto yeo e hlokago kotsi,,thepa e se nang kotsi ya tahlehelo,,,,thundutshayakhombo,ndakatshayakhombo,,,nhundzunkanxungeto,,,
dsac_multi_hum_00404,risk-free rate,,,,risikovrye koers,,,,,izingasilinganiso eliphephile,,,inzuzo yempahla engenamngcipheko,inzuzo ye-asethi engenamngcipheko,,,silinganisolusiso lolungenabungoti,,,,,isilinganiso sembuyiselo ngepahla,,,,kelotlhokatshosetso,,,kelo yeo e tlišago dipoelo,kelo ye e hlokago kotsi,,sekgahla sa tswala poellong ya thepa e bolokehileng,,,,tshikalo tshayakhombo,,,,mpimonkanxungeto,,,
dsac_multi_hum_00405,risk management,,,,risikobestuur,,,,,ukulawulwa kobungozi,,,ulawulo-mngcipheko,,,,lulawulobungoti,,,,,amagadango wokuvimbela ingozi,,,,taolotshosetso,,,taolo ya kotsi,,,taolo ya kotsi ya tahlehelo,,,,ndangakhombo,,,,vulawulanxungeto,,,
dsac_multi_hum_00406,running costs {monthly costs},,,,bedryfskoste,,,,,izindleko zokukhiqiza,,,iindleko zokushishina,,,,tindleko tekusebenta,tindleko tekukhicita,,,,iindleko,,,,ditshenyegelotsamaiso,,,ditšhelete tša go sepetša kgwebo,,,ditjeo tsa tsamaiso,ditshenyehelo tsa tsamaiso,,,vhutshimbidzabindu,,,,tihakelo to fambisa bindzu,,,
dsac_multi_hum_00407,salary,,,,salaris,,,,,umholo,,,umvuzo,,,,umholo,liholo,,,,umrholo,,,,mogolo,,,mogolo,moputso,,moputso,,,,muholo,,,,muholo,,,
dsac_multi_hum_00408,salary advance,,,,salarisvoorskot,,,,,isikweletu emholweni,,,umvuzo phambi kwexesha,,,,umholomboleko,liholomboleko,,,,ukubolekwa umrholo,,,,kgodisetsopele,,,mogolo wa pele ga nako,moputso wa pele ga nako,,tefo ya karolwana ya moputso pele ho nako,,,,muholo wa phanḓa,,,,muholo wa le mahlweni,,,
dsac_multi_hum_00409,salary package,pay package,remuneration package,,salarispakket,vergoedingspakket,,,,indidiyelomholo,,,umvuzo uwonke,,,,umholo lofaka konkhe,,,,,umrholo opheleleko,iphakheji yomrholo,,,mogolokakaretso,,,mogolokakaretšo,moputsokakaretšo,,pakana ya moputso,,,,muhologuṱe,,,,phakeji ya muholo,,,
dsac_multi_hum_00410,savings account,,,,spaarrekening,,,,,i-akhawunti yokonga,,,i-akhawunti yokonga,,,,i-akhawunti yekonga,silondvolotamali,,,,i-akhawundi yokubeka imali,,,,tshupatlotlopoloko,sefalatlole,,akhaonte ya polokelo,,,akhaonte ya poloko,,,,akhaunthu ya mbulungelo,,,,nkota ya nhlayiso,akhawunti ya nhlayiso,,
dsac_multi_hum_00411,scam,,,,bedrogspul,,,,,iluthomhlomulo,umgunyathi,,ubuqhophololo,ubuqhinga,,,butulujane,umgunyathi,sikemu,,,umgunyathi,iskemu,,,bogwenegwene,botsukunape,bokirikiri,bomenemene,bofora,,qhekanyetso,,,,vhufhura,,,,xikimi xa vukungundzwana,,,
