id,eng__001,eng__002,afr__001,afr__002,afr__003,afr__004,zul__001,zul__002,xho__001,xho__002,xho__003,xho__004,xho__005,xho__006,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,tsn__004,nso__001,nso__002,nso__003,sot__001,sot__002,ven__001,ven__002,ven__003,tso__001,tso__002,tso__003
dsac_multi_art_00397,performing arts centre,,sentrum vir uitvoerende kunste,,,,isikhungo sezokunandisa,,iziko lobugcisa obenzelwa eqongeni,,,,,,sikhungo sebuciko bekujabulisa,sikhungo sebucikomnyakato,,,iziko lobukghwari bokuthabisa,iziko lobukghwari bokujabulisa,,,sentha ya botsweretshitiragatso,tikatikwe ya botsweretshitiragatso,sentha ya botakitiragatso,,senthara ya ditiragatšo tša sefaleng,,,setsi sa bonono bo bapalwang,,senthara ya vhutsila ha u mvumvusa,,,senthara ya ntlangu wa vutshila,,
dsac_multi_art_00398,periodical,,tydskrif,,,,uzikhathithizeni,,ulindixesha,,,,,,umbhalo lokhishwa ngasikhatsitsite,,,,igadangiso leenkhathi ezithileko,incwajana yeenkhathi ezithile,,,kgatisopaka,,,,kgatišobaka,,,lehlasedi,,dzhenaḽa,,,xitsariwa xo huma hi mikarhi yokarhi,pheriyodikali,
dsac_multi_art_00399,Phata-Phata,,Phata-Phata,,,,umdanso iPhathaphatha,,iPhatha-Phatha,,,,,,Iphathaphatha,,,,iPhathaphatha,,,,Phathaphatha,,,,Phathaphatha,,,Phathaphatha,,Phathaphatha,,,Phataphata,,
dsac_multi_art_00400,pianist,,pianis,klavierspeler,,,umdlalipiyano,umshayipiyano,umdlali wepiyano,,,,,,umdlalipiyano,,,,umbethipiyano,,,,moletsapiano,,,,sepadi sa phiano,,,seletsi sa piano,,mulidzaphiano,,,muchayi wa piyano,,
dsac_multi_art_00401,piccolo {musical instrument},,piccolo,,,,umtshingo uphikholo,,ifluthi enesandi esiphezulu,,,,,,iphikholo,,,,iphikholo,,,,phikolo,,,,phikholo,mohuta wa seletšo sa go bodulela,,phikholo,,phikhoḽo,,,phikholo,,
dsac_multi_art_00402,pier,,pier,seehoof,,,iphiya,,umchankcatho ekumisa kuwo iinqanawa,umchankcatho ongena elwandle ekuhanjwa kuwo,,,,,iphiya,,,,umqaqado,iphiyara,,,leriba,,,,moratho,,,phaya,,phaya,,,piyara,,
dsac_multi_art_00403,pirouette {ballet},,pirouette,,,,ukujikelezisa unyawo ngokulicokamisa,,ukujikeleza komdanisi engcotshe ngonyawo olunye,,,,,,kuphiruyetha,,,,ukudansa nganyawolinye,ukuphiriwetha,,,phiruwete {balei},,,,phirote,mmino wa palei,,phirowete,,phiruwethe,,,phuruwete,,
dsac_multi_art_00404,pitch {sound},,toonhoogte,,,,ukuphakama nokwehla kwephimbo,,ukuphakama nokuhla kwesandi,,,,,,liphimbo,,,,ukuphakama nokwehla kwelizwi,,,,segalo,,,,segalo,,,sehalo,,muungo,khalo,,nsumo,,
dsac_multi_art_00405,planning chart,,beplanningskaart,,,,ishadi lokuhlela,,itshati yokucwangcisa,,,,,,lishadi lekuhlela,,,,itjhadi lokutlamela,itjhadi lokuplanela,,,tšhate ya maano,,,,tšhate ya go polana,,,tjhate ya moralo,tjhate ya polane,tshati ya u puḽanela,,,chati yo pulanela,,
dsac_multi_art_00406,plastic container,,plastiekhouer,,,,isiqukathi esiyiplastiki,,isikhongozelo seplastikhi,,,,,,simumatsi seplastiki,,,,isimumathi seplastiki,,,,seduti sa polasetiki,,,,setšhedi sa polasetiki,,,setshelo sa plastiki,,tshifaredzi tsha puḽasiṱiki,,,xikhatelo xa pulasitiki,xikhomelo xa pulasitiki,xivekelo xa pulasitiki
dsac_multi_art_00407,plaudit,,toejuiging,,,,ihlombe,isiwahla,uqhabela,,,,,,lihlombe,kushaya tandla,,,ihlombe,umwahlo,,,tlotlomatso,,,,tumišo,theto,,mahofi,,tshikhoḓo,,,mphokotelo,,
dsac_multi_art_00408,playwright,,dramaturg,toneelskrywer,,,umlobimdlalo,,umbhali wemidlalo,,,,,,umbhalimidlalo,,,,umtloli womdlalo,,,,mokwalamotshameko,mokwalatiragatso,,,mongwadi wa tiragatšo,,,sengodi sa tshwantshiso,,muṅwalamatambwa,,,mutsalantlangu,,
dsac_multi_art_00409,poetic narration,,digterlike vertelling,,,,ukuhaya,,ukubalisa ngombongo,,,,,,kuhaya,,,,ukubonga,ukurhaya,,,kanelopoko,,,,thetokanegelo,,,bothothokisi,boroki,nganetshelo nga u renda,,,ndzungulovutlhokovetseri,ndzungulovuphati,
dsac_multi_art_00410,pony {small book},,blokboek,,,,ibhukwana eliyinsizakufunda,,iponi,incwadana,,,,,iphoni,libhukwana,,,iponi,incwajana,,,phoni,,,,kakaretšo ya puku,,,pone,,phoni,,,xiletelomatsalwa,,
dsac_multi_art_00411,poster paint,,plakkaatverf,,,,upende wephosta,,ipeyinti yephekepheke,ipeyinti yepowusta,,,,,ipendi yephosta,,,,ipende yephosta,ipembe yephosta,,,pente ya phousta,pente ya senepekgolo,,,pente ya phousetara,,,pente ya phousta,,pennde ya phosiṱara,pennde ya phosiṱa,,pende ya phositara,,
dsac_multi_art_00412,pottery glue,,pottebakkersgom,,,,ingcina yobumba,,iglu yokungciba izinto ezibunjwe ngomdongwe,,,,,,sinamatselisi selibumba,,,,isinamathiseli sezitja zomdaka,idlhu yezitja zomdaka,,,sekgomaretsi sa popommopa,,,,sekgomaretši sa dibopša,,,sekgomaretsi sa diboptjwa,,tshinambatedzavumba,,,xidamarheti xa swo vumbiwa,,
dsac_multi_art_00413,pottery owl,,pottebakkersuil,,,,isikhova sobumba,,isikhova somdongwe,,,,,,sikhova selibumba,sahhukulu selibumba,,,isirhulurhulu somdaka,,,,lerubisipopommopa,,,,sekgabiši sa go dirwa ka letsopa,,,sephooko sa letsopa,,gwitha ḽa vumba,,,xikhovha xo vumbiwa,,
dsac_multi_art_00414,powder paint,,poeierverf,,,,upende oyimpuphu,,ipeyinti engumgubo,,,,,,ipendi leyimphuphu,,,,ipende eyipuphu,ipende eyipuyere,,,penterole,,,,pente ya lerole,,,pente e phofo,,pennde ya luvhanda,,,pende ya mapa,,
dsac_multi_art_00415,practitioner,,praktisyn,,,,isisebenzi esiqeqeshiwe,umsebenzi oqeqeshiwe,umsebenzi oqeqeshiweyo,,,,,,umsebenti loceceshiwe,,,,owenza umsebenzi ofundelweko,,,,modirisi,,,,modiragatši,,,mosebedisi,,mutsila,,,mutirhi hi swa vutshila,,
dsac_multi_art_00416,premiere {film},,première,,,,ukuvezwa kokuqala komdlalo,ukuvezwa kokuqala kwengqayi,ukuboniswa kombonisobhanyabhanya okokuqala,ukuboniswa kwebhayaskophu okokuqala,ukudlalwa kwefilim okokuqala,,,,kukhonjiswa kwekucala kwelifilimu,kukhonjiswa kwekucala kwembukiso,,,ukuvezwa kokuthoma kwefilimu,,,,pulamadibogo ya filimi,,,,matseno a paesekopo,matseno a filimi,,tlhahiso ya pele,,mvumvuso ya u thoma,,,nkombiso wo sungula wa filimi,,
dsac_multi_art_00417,primary colour,,primêre kleur,,,,umbala ongumsuka,umbala wemvelo,umbala wentsusa,,,,,,umbalamsuka,umbalasisekelo,,,umbalasisekelo,,,,mmalatheo,,,,mebala ya motheo,,,mmala wa motheo,,muvhala wa mutheo,muvhala wa phuraimari,muvhala musiki,mbalaxidzi,muhlovoxidzi,
dsac_multi_art_00418,production {play},,produksie,,,,ukuhlela umdlalo,,ukuqingqwa komdlalo,ukuwulungiselela iqonga,ukwenziwa komdlalo,ukuwulungiselela iqonga,ukulungiselelwa komdlalo,,kurekhoda,,,,ukwenziwa komdlalo,ukwenziwa kwefilimu,,,tsweletso ya filimi {motshameko},tlhagiso motshameko,,,tšweletšo,,,tlhahiso,,vhubveledzi,,,vuhumelerisi,,
dsac_multi_art_00419,production company,,produksiemaatskappy,,,,inkampani ekhiqizayo,,inkampani yokuvelisa,,,,,,inkampani yekukhicita,,,,ikhampani yokuveza,ikhampani yokurekhoda,,,setlamotlhagiso,,,,khamphani ya tšweletšo,,,khamphani ya tlhahiso,,khamphani ya vhubveledzi,,,khamphani ya vuhumelerisi,,
dsac_multi_art_00420,production studio,,produksie-ateljee,,,,istudiyo sokurekhoda,,istiyudiyo sokuvelisa,,,,,,sitidiyo sekukhicita,,,,isitjudiyo sokugadangisa,isitjudiyo sokurekhoda,,,botlhagisetso,,,,setudiyo sa tšweletšo,,,setudiyo sa tlhahiso,,tshitudiyo tsha vhubveledzi,,,xitudiyo xa vuhumelerisi,,
dsac_multi_art_00421,professional dancer,,professionele danser,beroepsdanser,,,umdansi oqeqeshiwe,,umdanisi oqeqeshiweyo,,,,,,loceceshelwe kudansa,majayivane,,,umdansi obanduliweko,,,,sebini,,,,motantshi wa boporofešenale,,,setjeki,,mutshini wa phrofeshinaḽa,,,xicini,mucini wa phurofexinali,
dsac_multi_art_00422,projection,,projeksie,,,,ukuveza isithombe,,ukubonisa,,,,,,kuveta sitfombe,,,,ukuveza isithombe ngephrojektha,ukuphrojektha,,,pontsho,,,,tšweletšo,hlagiša,,ho bontsha,,phrodzhekisheni,,,ncopo,,
dsac_multi_art_00423,publication,,publikasie,,,,okushicilelwe,,okupapashiweyo,,,,,,umbhalo loshicilelwe,,,,umtlolo ogadangisiweko,umgadangiso,,,kgatiso,phasalatso,,,phatlalatšo,,,phatlalatso,,khanḓiso,nyanḓadzo,,vuhangalasi,,
dsac_multi_art_00424,punk,,punk,,,,umculo iphanki,,ipanki,,,,,,iphanki,,,,isiphanka,,,,phanka,,,,mmino wa sephanka,,,mmino wa phanke,,tshiphankha,,,xiphanka,,
dsac_multi_art_00425,puppet clothing,puppet outfit,marionetklere,marionetkostuum,,,izingubo zesichuse,izingubo zikanopopi,impahla kanopopi,impahla yephaphethi,impahla kanodoli,,,,tembatfo talongekleni,tembatfo tephaphethi,,,izambatho zephaphethi,,,,moaparo wa mantirisi,moaparo wa phaphete,,,diaparo tša dipopae,,,diaparo tsa diphaphete,,zwiambaro zwa zwipopai,zwiambaro zwa dziphaphethe,,swiambalo swa phaphete,,
dsac_multi_art_00426,PVA paint,,PVA-verf,,,,upende i-PVA,,ipeyinti ye-PVA,,,,,,ipendi ye-PVA,,,,ipende ye-PVA,,,,pente ya PVA,,,,pente ya PVA,,,pente ya PVA,,pennde ya PVA,,,pende ya PVA,,
dsac_multi_art_00427,quartet {music},,kwartet,,,,ikhothethi,,ikwateti,abaculi abane,,,,,baculibane,ikhwathethi,,,ikhothethi,abavumi ngabane,,,khothete,,,,khothete,,,khothete,,khothethe,,,vuyimbeleriximune,kotete,
dsac_multi_art_00428,raconteur,,verteller,baasverteller,baasstorieverteller,,igagu,iciko,ichule lokubalisa,iciko lokubalisa,,,,,liciko lekucoca,,,,igagu lokucocwako,,,,seanedi,,,,moanegi wa dinonwane,,,leqhwele,,ramuanetsheli,,,xirunguri,,
dsac_multi_art_00429,radio interview,,radio-onderhoud,,,,ingxoxiswano yomsakazo,,udliwanondlebe kunomathotholo,,,,,,inkhulumoluhlolo yemsakato,i-inthavyu yemsakato,,,umbuzopendulwano wemrhatjhweni,icocisano lemrhatjhweni,,,potsotherisano ya radio,,,,potšološišo ya radio,,,inthaviu ya radio,inthaviu ya seyalemoya,nyambedzano nga radio,inthaviyu nga radio,,inthavhiyu ya xiyanimoya,inthavhiyu ya rhadiyo,
dsac_multi_art_00430,raffia,,raffia,,,,irafiya,,umziba wesundu,irafiya,,,,,isayizi,,,,ikofe,irafiya,,,rafiya,,,,rafia,,,rafia,,nnzi,,,byewu,,
dsac_multi_art_00431,rainbow,,reënboog,,,,uthingo lwenkosazane,,umnyama,,,,,,umushi wenkhosazane,,,,izungu lekosi,,,,molagodimo,molalatladi,,,molalatladi,,,mookodi,,musengavhadzimu,musingavhadzimu,,nkwangulatilo,,
dsac_multi_art_00432,rain dance,,reëndans,,,,Umkhosi KaNomkhubulwane,,umngqungqo wokucela imvula,umdaniso wokucela imvula,,,,,umgidvo wemvula,,,,umnyanya wokubawa izulu,umphahlo wokubawa izulu,,,moretelediane wa pula,,,,mmino wa go kgopela pula,,,mankokosane,,mutshinomuluvhamvula,,,nkelenkele,mbelelo,
dsac_multi_art_00433,rain queen,,reënkoningin,,,,uNomkhubulwane,iNkosazana yemvula,ikumkanikazi yokunisa imvula,,,,,,indlovukazi yemvula,,,,ikosazana yezulu,,,,moroka,,,,kgošigadi ya go neša pula,,,morokapula,,khosikadzi munisamvula,,,hosikazi ya mpfula,,
dsac_multi_art_00434,rapper {music},,rapper,kletsrymer,,,umculi werephu,umrephi,umculi werephu,,,,,,umrephi,,,,umrepha,,,,morepa,morepi,,,seopedi sa mmino wa repo,,,serepi,,murepi,,,murhepi,,
dsac_multi_art_00435,R&B {music},rhythm and blues,R&B,rhythm and blues,,,umculo i-R&B,,i-R&B,,,,,,i-R&B,,,,i-R&B,,,,R&B {mmino},moribo le mmino,M&M,,R&B,morethetho le maikutlo,,R&B,,R&B,,,R&B,,
dsac_multi_art_00436,record company,,platemaatskappy,,,,inkampani yezomculo,,inkampani yoshicilelo lomculo,,,,,,inkampani yekukhicita,,,,ikhampani yamarekhodi,,,,setlamo sa direkoto,,,,khamphani ya go gatiša mmino,,,khamphani ya direkoto,,khamphani ya u rekhoda,,,khamphani yo kandziyisa vuyimbeleri,,
dsac_multi_art_00437,recording artist,,opnamekunstenaar,,,,umculi oqophayo,,imvumi eshicilelayo,,,,,,umculi,,,,umvumi ogadangisako,,,,seopedi se se gatisang,,,,mogatiši,,,sebini se rekotang,,mutsilamurekhodi,,,mutshila wo kandziyisa,,
dsac_multi_art_00438,recording session,,opnamesessie,,,,isikhathi sokurekhoda,,iseshoni yokushicilela,iseshoni yokurekhoda,,,,,sikhatsi sekutsebula,sikhatsi sekurekhoda,,,isikhathi sokugadangisa,isikhathi sokurekhoda,,,pakakgatiso,,,,nako ya go gatiša,,,nako ya ho rekota,,tshifhinga tsha u rekhoda,,,nkarhi wo kandziyisa,,
dsac_multi_art_00439,record label,recording label,plaat-etiket,plaatetiket,opname-etiket,,ilebula yenkampani,,igama nophawu lwenkampani yokushicilela,igama nophawu lwenkampani yokurekhoda,,,,,ilebuli yelirekhodi,,,,ikhampani egadangisako,,,,letshwao la rekhoto,,,,leina la kgatišo,khamphani ya go gatiša mmino,,leibole ya rekoto,,luswayo lwa u rekhoda,,,mfungho wa nkandziyiso,lebulu ya nkandziyiso,
dsac_multi_art_00440,reed dance,,rietdans,,,,umkhosi womhlanga,,umkhosi womhlanga,umgidi womhlanga,,,,,umgidvo wemhlanga,,,,umnyanya womhlanga,umnyanya womgaba,,,moreteledianetlhaka,,,,mmino wa mahlaka,,,motjeko wa lehlaka,,mutshino wa ṱhanga,,,ncino wa tinhlanga,,
dsac_multi_art_00441,reggae,,reggae,,,,umculo wamarasta,iregeyi,umculo wamarasta,iregaye,,,,,iregeyi,,,,irigeyi,,,,rikei,,,,rikei,,,rekei,,rigai,,,rhigeyi,,
dsac_multi_art_00442,rendition,,uitvoering,vertolking,,,ukunandisa,,ukudlalwa komculo,ukudlalwa komdlalo weqonga,,,,,indlela yekwetfula,,,,ukudlalwa komvumo,ukudlalwa komdlalo,,,tiragatso,,,,tiragatšo,,,tsela ya ho bina,tsela ya ho bapala,kuimbele,kutambele,,makombiselo,,
dsac_multi_art_00443,repertoire,,repertoire,repertorium,,,uhlu lobuciko,,uluhlu lweengoma,uluhlu lwemidlalo,,,,,silulu sekwekutijabulisa,,,,irhelo lomvumo,,,,lenanemmino,,,,lenaneommino,,,lenane la mmino,lenane la papadi,mutevhe wa zwitambwa,mutevhe wa zwiimbwa,,nongonoko wa vuyimbeleri,nongonoko wa mitlangu,
dsac_multi_art_00444,répétiteur,,répétiteur,repetiteur,repetisieleier,hulpdirigent,umfundisi we-ophera,,umqeqeshi weemvumi nabadlali beqonga,,,,,,umfundzisi wemdanso nemculo,,,,umfundisi womvumo nebhaleyi,,,,mokatisabadiragatsi,repetita,,,mohlahli wa mmino,,,mokwetlisi,,mugudisi wa vhatshini,mugudisi wa vhaimbi,,mudzaberi wa vancini na vayimbeleri,,
dsac_multi_art_00445,resonator,,resonator,,,,ibuyamsindo,,isandisi-sandi,,,,,,sicacisimsindvo,iresonetha,,,isakhamdumo,irizonetha,isenzamdumo,,seanamisamodumo,resoneitha,,,resoneitha,karolo ya go laola modumo wa seletšo,,resoneitha,,tshiṋeamuungo,,,xipfumisi,,
dsac_multi_art_00446,rhythmic pattern,,ritmiese patroon,,,,iphethini yesigqi,,ipateni yesingqi,,,,,,iphethini yesigci,,,,iphetheni yegido,,,,poeletsomoribo,poeletsomorethetho,,,paterone ya morethetho,phethene ya morethetho,,patrone ya morethetho,phethene ya morethetho,phetheni ya mutevhetsindo,,,patironi ya ncino,pheteni ya ncino,
dsac_multi_art_00447,ritual dance,,rituele dans,,,,umgido womkhosi,,umxhentso ohamba nesiko,,,,,,umdanso wemsimeto,,,,umdanso wesikokambiso,,,,moretelediane wa moetlo,,,,mmino wa ditirelo tša sedumedi,,,motjeko wa leseko,,mutshino wa nyitelatherelo,,,ncino wa swa magandzelo,,
dsac_multi_art_00448,rock and roll,rock ‘n’ roll,ruk-en-rol,rock ‘n roll,,,umculo irokheniroli,,umculo werokhu,,,,,,i-rock and roll,,,,i-rock ‘n’ roll,,,,rock and roll {mmino},,,,mmino wa rokho,,,mmino wa roko,,roko na rolo,,,vuyimbeleri bya rhokenirholo,,
dsac_multi_art_00449,rock cave,,rotsgrot,,,,umhhume wedwala,,ilitye lomqolomba,umqolomba welitye,,,,,umhume welidvwala,,,,irholo elisedwaleni,irholo elilidwala,,,logaga,,,,lewa la maswika,,,lehaha,,bako ḽa tombo,,,baku ra ribye,,
dsac_multi_art_00450,rock opera,,rock-opera,rockopera,,,i-ophera eyirokheniroli,,iophera yerokhu,umculo werokhu yeophera,,,,,i-opera ye-rock,,,,i-opera ye-rock,,,,mmino wa rokho,,,,ophera ya rokho,,,roko ya opera,,opera ya roko,,,opera ya rhokenirholo,,
dsac_multi_art_00451,romantic ballad,,liefdesvers,liefdesballade,,,inkondlo yothando,iculo lothando,umculo okanye umbongo wembali yezothando,,,,,,ingoma yelutsandvo,inkondlo yelutsandvo,,,ikondlo yethando,ingoma yethando,,,thetophoromaikutlo,thetothokotsomaikutlo,,,koša ya marato,,,balate ya lerato,,tshirendo tsha lufuno,,,vuyimbeleri bya baladi bya rirhandzu,,
dsac_multi_art_00452,routine,,roetine,,,,indlela yokudansa,,ukuziqhelisa kwabadanisi,,,,,,indlelafanana yekudansa,,,,igido,,,,tlwaelo,,,,tlwaelo,setlwaedi,,setepe,,maitele,,,cinelonkancinco,,
dsac_multi_art_00453,rowing song,,bootlied,roeilied,,,iculo lokugwedla,,ingoma yokubhexa,,,,,,ingoma yekugwedla,,,,ingoma yokugwedla,ingoma yokusebenza,,,pina ya phetlhometsi,,,,koša ya basesi,,,pina ya ho sesisa ka masokwana,,luimbo lwa vhaalavhi,,,risimu ra vatluti,,
dsac_multi_art_00454,royal court,,koninklike hof,,,,inkantolo,inkantolo yesizwe,inkundla yasebukhosini,inkundla yakomkhulu,,,,,umphakatsi,inkantolo yasesigodlweni,,,ibandla,ikhotho yamakhosi,,,kgotla,,,,kgoro ya mošate,,,kgotla,,khoro ya musanda,,,huvo,,
dsac_multi_art_00455,rubber drum,,rubbertrom,,,,isigubhu serabha,,igubu lerabha,,,,,,sigubhu seraba,,,,ingungu yeraba,isigubhe seraba,,,moroparekere,,,,moropa wa rekere,,,moropa wa rekere,,ngoma ya raba,,,xiguburhaba,,
dsac_multi_art_00456,Russian dance,,Russiese dans,,,,umdanso wamaRashiya,,umdaniso wamaRashiya,,,,,,umdanso weMarashiya,,,,umdanso wamaRatjhiya,,,,moretelediane wa Serashiya,,,,mmino wa Serašia,,,motjeko wa Rashiya,,mutshino wa Tshirashia,,,ncino wa Xirhaxiya,,
dsac_multi_art_00457,sacred spear,,heilige spies,,,,umkhonto wokugcina isiko,,umkhonto wemisebenzi yesiko,,,,,,sikhali lesingcwele,,,,umkhonto ocwengileko,umkhonto okhethekileko,,,lerumo le le boitshepo,,,,lerumo le lekgethwa,,,lerumo le halalelang,,pfumo ḽa vhadzimu,,,tlhari ro kwetsima,,
dsac_multi_art_00458,salsa {music},,salsa,,,,umdanso isalsa,,isalsa,umculo othandwa kwiMelika esezaNtsi,,,,,isalsa,,,,i-salsa,,,,salsa,,,,salsa,mohuta wa motantsho wa Selatini,,salsa,,saḽisa,,,ncino wa salisa,,
dsac_multi_art_00459,saxophone,sax,saksofoon,saxofoon,,,icilongo isaksofoni,,ixilongo eliyiseksofoni,,,,,,iseksofoni,,,,isekzofowuni,,,,seksofounu,,,,sekesofouno,,,seksofouno,,porompiṱa,,,sekizofoni,,
dsac_multi_art_00460,saxophonist,,saksofoonspeler,saxofoonspeler,,,umdlali wesaksofoni,,umdlali wexilongo eliyiseksofoni,,,,,,umshayiseksofoni,umdlaliseksofoni,,,umdlali wesekzofowuni,,,,moseksofounu,moletsaseksofounu,,,sebapadi sa sekesofoune,,,seletsi sa seksofouno,,mulidzaporompiṱa,,,muchayasekizofoni,,
dsac_multi_art_00461,school play,,skoolopvoering,,,,umdlalo wasesikoleni,,umdlalo weqonga wesikolo,,,,,,umdlalo wesikolo,,,,umdlalo wesikolo,,,,motshameko wa sekolo,,,,papadi ya sekolong,,,tshwantshiso ya sekolo,,ḽitambwa ḽa tshikolo,,,ntlangu wa xikolo,,
dsac_multi_art_00462,sculpt,,beeldhouwerk doen,beeldhou,,,ukubaza,ukuqopha,qingqa,bumba,,,,,bata,,,,-baza,,,,betla,,,,betla,,,-betla,,vhaḓa,kora,,vatla,,
dsac_multi_art_00463,sculptor,,beeldhouer,,,,umbazi,umqophi,umqingqi,umbumbi,,,,,umbati,,,,umbazi,,,,mmetli,,,,mmetli,,,sebetli,,muvhaḓi,mukori,,muvatli,,
dsac_multi_art_00464,sculpture {product},,skulptuur,beeldhouwerk,,,okubaziwe,okuqoshiwe,umfanekiso oqingqiweyo,,,,,,sitfombe lesibatiwe,,,,umbazo,,,,sebetlwa,,,,sebetlwa,,,sebetlwa,,tshivhaḓwa,,,vuvatli,,
dsac_multi_art_00465,secular music,,sekulêre musiek,ongewyde musiek,,,umculo okungesiwo owokholo,,umculo ongengowenkolo,umculo ongengowonqulo,,,,,umculo waseveni,,,,umvumo ongasiwekolo,,,,mmino wa selefatshe,,,,mmino wo o sa tswalanego le tumelo,,,mmino wa selefatshe,mmino wa sekhula,muzika wa shango,,,vuyimbeleri bya mani na mani,,
dsac_multi_art_00466,sequin,,blinkertjie,,,,isekhwini,,iqhosha lesilivere elithungelwa empahleni njengesihombiso,isekhwini,,,,,isekhwini,,,,idimidi,isekhwini,,,mokgabisi,sekhwini,,,sekhwine,dikgabiša seaparo,,sekhwine,,sekhwini,,,sekhwini,,
dsac_multi_art_00467,sermon,,preek,,,,intshumayelo,,intshumayelo,,,,,,inshumayelo,,,,itjumayelo,,,,thero,,,,thero,,,thero,thuto,mulaedza,thero,,nchumayelo,,
dsac_multi_art_00468,shaker {sound},,skud-koker,,,,ubukhushukhushu,,isihlokomisi,,,,,,ligosha,,,,isikhahlaziswa,,,,setšhakgatšhakga,,,,tšhela,,,leshwehleshwehle,,tshele,,,rhonge,,
dsac_multi_art_00469,shepherd <n.>,,herder,skaapwagter,veewagter,,umelusi,,umalusi wempahla emfutshane,,,,,,umelusi,,,,umelusi,,,,modisa,,,,modiši,,,modisa,moalosi,mulisa,,,murisi,,
dsac_multi_art_00470,shepherd <v.>,,lei,gelei,,,ukulusa,ukuhola,landisa indlela,,,,,,elusa,,,,-lusa,,,,-disa,,,,-diša,,,-disa,-alosa,u lisa nngu,,,risa,,
dsac_multi_art_00471,showbiz,show business,verhoogbedryf,vermaaklikheidsbedryf,,,imboni yezokunandisa,,ushishino lokonwabisa,,,,,,ibhizinisi yekujabulisa,,,,ibubulo lezokuzithabisa,,,,boithabiso,,,,intaseteri ya tša boithabišo,,,kgwebo ya boithabiso,,nḓowetshumo ya vhumvumvusi,,,vumaki bya swa vuhungasi,,
dsac_multi_art_00472,sitcom,,sitkom,,,,uhlelo lwamahlaya,,umdlalo ohlekisayo,,,,,,umdlalohlaya,ikhomedi,,,umdlalohlaya,ikhomedi,,,lenaneo la metlae,,,,lenaneo la metlae,,,khomedi ya madulammoho,,nganeathevhekani ya tseisi,,,ntlangumafenya wa swiphemu,,
dsac_multi_art_00473,slap,,klap,,,,ukushaya isiginci,,ukudlala isixhobo somculo sesinkari,,,,,,kushaya lugubhuluthaka,,,,ukubetha isinara,ukubetha isibetho sentambo,,,letsa,,,,dipela,,,ho otla,,muvhando,,,machayelo yo makala swinari,,
dsac_multi_art_00474,snippet,,snipper,brokkie,,,amanqampunqampu,,isiqwengana,isicatshulwana,,,,,siceshana,,,,umvumo omfitjhani,ikulumo efitjhani,,,puisanonnye,,,,setsopolwa,,,lekumane,,tshipiḓa,,,ntshahonyana,,
dsac_multi_art_00475,soirée,soiree,soirée,soiree,,,umcimbi wasebusuku,,itheko lasebusuku,,,,,,sibhimbi sasebusuku,isoyiri,,,umnyanya webusuku,i-soiree,,,moletlo wa bosigo,,,,moletlo wa bošego,,,soiri,,mulindelo,soirii,,nkhuvoxidyambu,,
dsac_multi_art_00476,solo album,,solo-album,soloalbum,,,i-albhamu yomculi oyedwa,,ialbham yomculi oyedwa,,,,,,i-albhamu yamahlabelayedvwa,i-albhamu yesolo,,,i-albhamu yomvumiyedwa,i-albhamu yesolo,,,kokoanyo ya kopeloesi,alebamo ya kopeloesi,alebamo ya solo,,alepamo ya solo,alepamo ya moopelanoši,,albamo ya mosollane,albamo ya solo,aḽibamu ya solo,aḽibamu ya muimbawoga,,alibamu ya vuyimbeleri bya un’we,,
dsac_multi_art_00477,solo jazz,,solo-jazz,solojazz,,,ijezi yesolo,,umculo womngqungqo wesolo,,,,,,ijezi yamahlabelayedvwa,ijezi yesolo,,,umvumiyedwa wejezi,ijezi yesolo,,,jese ya solo,jese ya kopeloesi,,,jese ya solo,,,mosollane wa jese,solo ya jese,dzheze ya solo,jese ya muimbawoga,,jeze ya un’we,,
dsac_multi_art_00478,solo piano,,solo-klavier,soloklavier,,,isolo yepiyano,,ipiyano yesolo,,,,,,ipiyano yamahlabelayedvwa,ipiyano yesolo,,,isolo ngepiyano,,,,piano ya solo,piano ya kopeloesi,,,phiano ya solo,,,mosollane wa piano,solo ya piano,phiano ya solo,phiano ya u imba i yoṱhe,,piyano ya un’we,,
dsac_multi_art_00479,solo saxophone,,solosaksofoon,solo-saksofoon,,,isolo yesaksofoni,,ixilongo leseksofoni lodlala isolo,,,,,,iseksofoni yamahlabelayedvwa,iseksofoni yesolo,,,isolo ngesekzofoni,,,,seksofouni ya solo,seksofounu ya kopeloesi,,,sekesofouno ya solo,,,mosollane wa seksofounu,solo ya seksofounu,porompiṱa ya solo,saxophone ya u imba i yoṱhe,,sekizofoni ya un’we,,
dsac_multi_art_00480,songbird,,sangvoël,,,,umzwilili,,intaka entyilozayo,untyilo-ntyilo,unontyilo,,,,inyoni leculako,,,,inyoni evumako,,,,thaga,,,,thaga,,,tswere,,tshiṋonitshiimbi,,,xinyenyana xo yimbelela,,
dsac_multi_art_00481,songwriter,,liedjieskrywer,liriekskrywer,,,umbhalimculo,,umbhali womculo,umqambi womculo,umbhali wengoma,umqambi wengoma,,,umcambingoma,umbhalingoma,,,umtlolimvumo,,,,mokwaladipina,,,,mohlami wa dikoša,,,sengodi sa dipina,,muṅwali wa nyimbo,,,muqambhi wa vuyimbeleri,,
