id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,afr__004,afr__005,afr__006,xho__001,xho__002,xho__003,xho__004,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,Setswana__-,nde__002,nde__003,nso__001,Sesotho__-,nso__002,nso__003,nso__004,ven__001,ven__002,ven__003,ven__004,ven__005,ven__006,tso__001,tso__002,tso__003,tso__004
dsac_pharm_first_00453,on-patent medicine,,,patentbeskermde medisyne,patentbeskermde medikasie,,,,,ubunini bovelisoyeza uwedwa,,,,umutsi lonelilungelo lekuvikeleka,,,,isihlahla esisese nelungelo lokukhiqizwa,,,,sehlaretšhireletšwa,,sehlaresebalepheithente,,,mushongatsireledzwa ya ndaulo ya vhuṋe,mushongatsireledzwa ya vhuṋe kha ndaulo,,,,,murhinsirhelelwatimfanelo,,,
dsac_pharm_first_00454,orally disintegrating tablet <Full form>,ODT,,oraal disintegrerende tablet,,,,,,ipilisi enyibilika elwimini,,,,liphilisi lelincibilikswa emlonyeni,,,,ipilisi elincibilika ngemlonyeni,,,,philisitologagano,,,,,philisiṋokelamulomoni,,,,,,philisin'okelaririn'wini,,,
dsac_pharm_first_00455,oral product,,,orale produk,mondelikse produk,,,,,iyeza eliselwayo,,,,umutsi lonatfwako,,,,isihlahla esiselwako,,,,sehlarenwewa,,,,,mushonganwiwa,,,,,,murhi lowu nwiwaka,,,
dsac_pharm_first_00456,organelle,cell organelle,,organel,selorgaan,,,,,ioganeli,,,,i-oganeli,,,,isitho seseli,,,,setho sa sele,,,,,murado wa sele,,,,,,xirho xa sele,,,
dsac_pharm_first_00457,organic <adj.>,,,organies,,,,,,oganikhi,-oqobo,-emvelo,,-kwemvelo,,,,-phathelene nokuphilako,,,,-tšwago dipheding,,,,,tshilaho,oganiki,,,,,-hanyaka,,,
dsac_pharm_first_00458,organic compound {physics},,,organiese verbinding,,,,,,ioganikhi khompawundi,,,,lokunekhabhoni,,,,ihlanganisela yokuphilako,,,,khomphaontekhapone,,,,,tshibveledzwa tshivhumbwa nga khaboni na haiḓirodzheni,,,,,,mpfanganaswihanyi,,,
dsac_pharm_first_00459,orphan drug,,,seldsame middel,weesgeneesmiddel,,,,,ichiza elingaxhaphakanga,,,,umutsi wesifo lesingakavami,umutsi longatsengiseki,,,isihlahla sesifo esingakavami,,isihlahla sobulwele obungakavami,,sehlaresetlwaelwe,,sehlaretšhiwane,,,tshidzidzivhadzi wa dwadze ḽi sa anzeli u wanala,,,,,,xidzidzihatavuvabyinkalo,,,
dsac_pharm_first_00460,osmosis,,,osmose,,,,,,iozmosisi,,,,i-osmosisi,kumunyeka,,,i-osmosisi,,,,monego,,osemosisi,,,osimosisi,,,,,,nyukelo,,,
dsac_pharm_first_00461,osmotic pressure,,,osmotiese druk,,,,,,uxinzelelo lweozmosisi,,,,lumunyokucindzetelwa,,,,umfutho we-osmosisi,,,,kgatelelomonego,,kgateleloosemosisi,,,mutsiko wa osimosisi,,,,,,ntshikelelanyukelo,,,
dsac_pharm_first_00462,otosclerosis,,,otosklerose,binneoorverharding,,,,,iothosklerosisi,ukukhula kwethambo lendlebe,,,i-othoslerosisi,simila sasendlebeni,,,i-othostlerosisi,,,,ethosetlerosisi,,,,,othosikilerosisi,,,,,,otositlerosisi,,,
dsac_pharm_first_00463,out-patient care,,,buitepasiëntversorging,buitepasiëntsorg,,,,,unyango olungalalisi esibhedlele,,,,kwelashelwa ekhaya,,,,ukulatjhelwa ngaphandle,,ukungalatjhelwa esibhedlela,,kalafogae,,,,,ndondolo ya mulwadze a songo valelwaho,,,,,,vuongolamuvabyinkalatiwa,vutshulamuvabyinkalatiwa,nhlayisamuvabyinkalatiwa,
dsac_pharm_first_00464,overdose <n.>,,,oordosis,,,,,,umlinganiselochiza ogqithisileyo,,,,silinganisomutsi lesendlulele,umtsamomutsi lowendlulele,,,isilinganiso eseqileko,,,,phetišatekanyohlare,,phetišakelo,,,phiramphimo,,,,,,mpimamurhintluriso,,,
dsac_pharm_first_00465,over-the-counter drug,OTC drug,,oor-die-toonbank-middel,toonbankmiddel,ODT-middel,,,,ichiza elifumaneka ngaphandle kwephepha likagqirha,,,,umutsi longakancunyelwa,,,,isihlahla esingafuni umlayelo kadorhodere,,isihlahla esingafuni isiqintelo sikadorhodere,,sehlarentletaelelo,,sehlarehlokataelelo,,,mushonga u songo randelwaho,,,,,,xidzidziharisinkandzawulelo,,,
dsac_pharm_first_00466,oxidation,,,oksidasie,,,,,,ufakomongomoya,,,,kuhlangana nemoyamphilo,i-oksideshini,,,ukuhlanganisa ne-oksijini,,i-oksideyitjheni,,okisideišene,,,,,okisidesheni,,,,,,ntswongomoyatenga,okisidexini,,
dsac_pharm_first_00467,paediatric <adj.> {Great Britain},pediatric,,pediatries,kindergeneeskundig,,,,,-phathelene neentsana,,,,-phatselene nekwelashwa kwebantfwana,,,,-phathelene nokwelatjhwa kwabantwana,,,,-alafago bana,,,,,ilafha vhana,,,,,,-vana,,,
dsac_pharm_first_00468,palpitations,,,hartkloppings,palpitasies,,,,,uvalo,,,,kushaya kakhulu kwenhlitiyo,kushaya ngemandla kwenhlitiyo,,,ukungabethi ngokufaneleko kwehliziyo,,,,go ubauba ga pelo sebakanyana,,kibokibopelo,,,mudivhithokhalulo,,,,,,mahika,,,
dsac_pharm_first_00469,pancreas,,,pankreas,alvleesklier,,,,,amasi,iphankhriyasi,,,imphundvu,emalulu,,,ipundu,,iphenkhrisi,,phankhirisi,,,,,phankhiriasi,phankhriasi,,,,,rivengwana,,,
dsac_pharm_first_00470,paracetamol,acetaminophen,,parasetamol,asetaminofeen,,,,,ipharasithamoli,,,,ipharasethamoli,likhambi letinhlungu nemfiva,,,ipharasethamoli,,,,pharasithamole,,,,,pharasethamolo,,,,,,parasithamolo,,,
dsac_pharm_first_00471,paraesthesia <Great Britain>,paresthesia,,parestesie,,,,,,ubundindisholo,,,,insindze,ipharesthesiya,,,ikaso,,ipharesthesiya,,bogatšu,,go hwa bokidi,,,tshivhevhe,,,,,,vusindza,,,
dsac_pharm_first_00472,paralysis,,,verlamming,paralise,,,,,ukungasebenzi kwelungu lomzimba,,,,kuchwala kwesitfo,kufa kwesitfo,kufa kweluhlangotsi,,ukufa kwelungu lomzimba,,ipharalisisi,,thepoditho,,,,,vhuomamuraḓo,,,,,,vuomaswirho,vukhanyanaswirho,,
dsac_pharm_first_00473,pasteurisation,,,pasteurisering,pasteurisasie,,,,,ukubulawa kweentsholongwane ngokubilisa,,,,kubulawa kwemagciwane ngekushiswa,,,,ukubulawa komulwana etlelezini,,,,polaopaktheria,,phasetšharaesa,,,muphasitshariso,,,,,,mphunguhato,,,
dsac_pharm_first_00474,patent medicine,,,patente medisyne,,,,,,iyeza elibunini busekoyedwa,,,,umutsi lonelilungelo,,,,isihlahla esinevikeleko lekhampani,,isihlahla esivikelwe lilungelo lobunikazi,,sehlarehlagišwanoši,,sehlarešireletšwa,,,mushonga tsireledzwavhuṋe ha ndaulo,mushongandangwa nga tshiimiswa tshithihi,,,,,murhisirhelelwa,murhi lowu nga na mfanelo ya mutumbuluxi,,
dsac_pharm_first_00475,pathogenesis,,,patogenese,siekteontwikkeling,,,,,ukukhula kwesifo,,,,kucala kwesifo,,,,ukuthoma nokuqinelela kwesifo,,ukuthoma nokuqinelela kobulwele,iphathojinesisi,khukhušolwetši,,tlholegolwetši,,,tsimuwovhulwadze,tsimuwodwadze,phaṱhodzhinesisi,,,,masungulokulelovuvabyi,phathojenesisi,,
dsac_pharm_first_00476,pellagra,,,pellagra,,,,,,iphelagra,,,,gagabukani,iphelagra,,,umyobuko,,iphelagra,,tlhakgama,,,,,magidiphoo,,,,,,mukhomolela,magidiphola,,
dsac_pharm_first_00477,pelvis,,,pelvis,bekken,,,,,amarhorho,amahleza,iphelvisi,,inyonga,,,,isifunzi,,iphelvisi,,kgwele,,,,,rambo ḽa khundu,,,,,,nyonga,,,
dsac_pharm_first_00478,penicillin,,,penisillien,penisilline,,,,,iphenisilini,,,,iphenisilini,,,,iphenisilini,,,,phenisilini,,,,,phenisiḽini,,,,,,phenisilini,,,
dsac_pharm_first_00479,pepsin,,,pepsien,pepsine,,,,,isicolikutya,ipepsini,,,sigayikudla,iphephsini,,,okusiza ukugaya ukudla,,iphepsini,,phephisini,,,,,phephisini,,,,,,phepisini,,,
dsac_pharm_first_00480,pharmaceutical care,,,farmaseutiese versorging,farmaseutiese sorg,,,,,ukhathalelonyango ngokukasomachiza,,,,kwelashwa ngemitsi,,,,itjhejo ngezokwelatjhwa,,,,tlhokomelokalafo,,,,,ndondolodzilafho,,,,,,vuongori hi murhi,vutshunguri hi murhi,nhlayiso hi murhi,
dsac_pharm_first_00481,pharmacology,,,farmakologie,geneesmiddelkunde,geneesmiddelleer,,,,ubunzululwazi ngokusebenza kwamayeza,ifamakholoji,,,sifundvo ngetemitsi,,,,isifundo ngeenhlanhla,,isifundo ngemithi,,thutohlare,,,,,ngudamishonga,,,,,,ntivomirhi,,,
dsac_pharm_first_00482,pharmacovigilance,PV,,farmakowaaksaamheid,,,,,,ingqwalasela ngokhuseleko kumayeza,,,,kulandzela temitsi,lubekoliso kutemitsi,,,ukubeka ilihlo kezeenhlahla,,ukubeka ilihlo kezemithi,,tšhalomoragotšhomišohlare,,,,,mbeaiṱo kha kushumele kwa mushonga,,,,,,vuvekatihlomirhini,,,
dsac_pharm_first_00483,pharmacy-only medicine,,,apteekmedisyne,aptekersmedisyne,,,,,iyeza elikhutshwa ekhemesti,,,,umutsi lokhishwa likhemisi kuphela,,,,isihlahla esikhutjhwa yikhemisi kwaphela,,,,sehlarehwetšwafelakhemeseng,,,,,mushonga muwanala famasini fhedzi,,,,,,murhi wa le khemisi kuphela,,,
dsac_pharm_first_00484,pharyngitis,,,faringitis,keelontsteking,,,,,ukukrala komphimbo,ukukrala kweendimla,ukudumba komqala,ukukrala kwamakrina,kuvuvuka kwemalakanya,,,,ubuhlungu bamalaka,,,,tšhatšhamothurugomogolo,,farintšaethisi,,,nzwimbamukulo,nzwimbagulokulo,,,,,mpfimbalakalaka,ndzhumbelalakalaka,,
dsac_pharm_first_00485,pharynx,,,farinks,keelholte,,,,,umphimbo,amakrina,,,emalakanya,,,,ilaka,,,,lešobamogolo,,farankisi,,,haṋwahaṋwani,,,,,,lakalaka,,,
dsac_pharm_first_00486,phenol {e.g. used as a disinfectant},carbolic acid,,fenol,karbolsuur,,,,,ifenoli,,,,ifenoli,i-esidi lesusa kungcola,,,ifenoli,,,,fenelo,,,,,fenoḽo,,,,,,fenolo,,,
dsac_pharm_first_00487,pigmentation,,,pigmentering,pigmentasie,,,,,ukudaleka kombala,ukunika umbala,,,kugucuka kwelibala lesikhumba,,,,ukufaka umbala,,ukwenza umbala,,mmalafatšo,,,,,vhuṋeamuvhala,,,,,,mbalahato,,,
dsac_pharm_first_00488,pituitary gland,pituitary,,pituïtêre klier,hipofise,,,,,iphitshuwithari,,,,lidlala lelilawula tinchubotsite temtimba,iphitjuwithari,,,idlala elisebuqotjheni,,iphitjhuwithari,,thakaphitšhuthari,,,,,thangatheovhuluvhi,,,,,,xinhlarimbyana etshakwini ra byongo,xinhlarimbyana ehansi ka byongo,,
dsac_pharm_first_00489,placebo {non-active dosage},,,plasebo,skynmiddel,,,,,usingayeza,iplasibho,,,umutsisiyengo,silibatisi,,,isingasihlahla,,iplasibo,,sekahlare,,pholasipo,,,mushongakholekhole,plasibo,,,,,xikalamurhi,pulasibo,,
dsac_pharm_first_00490,plaster of Paris,gypsum,,gips,,,,,,isamente,,,,isemende,,,,isamende,,,,samente,,,,,semennde,,,,,,semende,,,
dsac_pharm_first_00491,polypill,,,polipil,,,,,,ipilisi eyintlanganisela yezithako,,,,liphilisinhlanganisela,,,,ihlanganisela yepilisi,,,,philisitswakontši,,,,,philisiṱhanganywa,,,,,,philisinhlanganelwa,philisinyingi,,
dsac_pharm_first_00492,potassium {nutrition},K,,kalium,,,,,,iphothaziyam,,,,iphotheziyamu,,,,iphotheziyamu,,,,phothesiamo,,,,,photheziamu,,,,,,photheziyamu,,,
dsac_pharm_first_00493,preclinical study,,,prekliniese studie,voorkliniese studie,,,,,ulingoyeza kwizilwanyana,,,,lucwaningomutsi etilwaneni,,,,ilingelelosihlahla ngaphambi kokusetjenziswa,,,,tekopelehlare,,,,,ndingamushonga kha phukha,,,,,,ndzavisisorhangelandzingeto eka vanhu,,,
dsac_pharm_first_00494,prenatal <adj.>,,,prenataal,voorgeboortelik,,,,,-phambi kokubeleka,-phambi kokuzala,,,-ngembi kwekubeleka,,,,-ngaphambi kokubeletha,,,,-pele ga pelego,,,,,thangelambebo,,,,,,-nga si veleka,-nga si tswala,,
dsac_pharm_first_00495,prenatal care,,,prenatale versorging,voorgeboortelike versorging,,,,,uhlukuhla,ukhathalelo lwaphambi kokubeleka,,,lunakekelo lwangembi kwekubeleka,,,,itjhejo langaphambi kokubeletha,,,,tlhokomelo pele ga pelego,,,,,ndondolothangelambebo,tshikaloni,,,,,nhlayiso munhu a nga si veleka,nhlayiso munhu a nga si tswala,,
dsac_pharm_first_00496,prescription,,,voorskrif,,,,,,iphepha lamayeza likagqirha,,,,sincumelomutsi,,,,isiqintelo,,isilayelo,,taelelo,,,,,ndaela,thandelwa,,,,,ndzawulelo,,,
dsac_pharm_first_00497,prescription drug,,,voorskrifmedisyne,voorskrifmiddel,,,,,ichiza eliphuma ngomyalelo wengcali yezempilo,,,,umutsi loncunyelwe,,,,isihlahla esiqintelwa ngudorhodere,,,,seokobatšitaelelo,,,,,mushongarandelwa,,,,,,xidzidziharisindzawulelo,,,
dsac_pharm_first_00498,prescription-only medicine,POM,,voorskrifmiddel,voorskrifpligtige medikasie,,,,,iyeza eliphuma ngomyalelo wengcali yezempilo,,,,umutsi loncunyelwe kuphela,,,,isihlahla esitholakala ngokuqintelwa kwaphela,,,,sehlaretaelelofela,,,,,mushongathandelofhedzi,mushongathandelwafhedzi,,,,,murhindzawulelo ntsena,,,
dsac_pharm_first_00499,primary care,,,primêre versorging,,,,,,ukhathalelompilo lokuqala,,,,lunakekelosisekelo,,,,itjhejo lokuthoma kezamaphilo,,,,tlhokomelotheo,,,,,ndondolothangeli,ndondolo ya kiḽiniki,ndondolo ya mutheo,,,,vuongorimasungulo,vutshungurimasungulo,nhlayisomasungulo,
dsac_pharm_first_00500,probiotic {dietary or medical supplement},,,probiotikum,probiotiese middel,,,,,iprobhayothiki,,,,ligciwane lelilusito emtimbeni,,,,umulwana olungele indeni,,iphrobhayothikhi,,phoropaeyoyhiki,,,,,bakitheria yo lugelaho muvhili,phrobayothikhi,,,,,xitsongwatsongwanahombe,,,
dsac_pharm_first_00501,progesterone {hormone},,,progesteroon,,,,,,iprojesteroni,ihomoni yokukhulelwa,,,luhlobo lwehomoni yebufati,iphrojesteroni,,,ihomoni yesifazi,,iphrojesteroni,,homounelehlapopelego,,phorotšesetoroni,,,homounutshisadzi,,,,,,homonilunghiselavuyimana,,,
dsac_pharm_first_00502,protracted bacterial bronchitis,PBB,,langdurige bakteriese brongitis,,,,,,iphika elingapheli msinya,,,,lukhwehlekhwehle lolungapholi,,,,umgomani ongapholi msinya,,Ibhronkhayithisi engapholi msinya,,pronkhaethisipaktheria thetelo,,,,,burokhanthisi mbangwa nga bakitheria,,,,,,mpfimbaxinkolwana wo godzombela,ndzhumbelaxinkolwana wo godzombela,,
dsac_pharm_first_00503,pruritus,,,pruritis,gejeuk,,,,,ukurhawuzelelwa,,,,sifo sekunwayisa,sifo sekuluma,,,isifo sokulunywa,,,,mohlohlono,,,,,u ṱhoṱhona,muṱhoṱhono,,,,,nhlohlonyo,,,
dsac_pharm_first_00504,psychiatric disorder,,,psigiatriese versteuring,geestesversteuring,,,,,uphazamisekongqondo,,,,kuphazamiseka kwengcondvo,,,,ukuphazamiseka komkhumbulo,,,,bolwetši bja monagano,,,,,thithiseamuhumbuloni,,,,,,nkantshamiseka miehleketo,,,
dsac_pharm_first_00505,pulmonary <adj.>,,,pulmonêr,long,,,,,-phathelene nemiphunga,,,,-phatselene nemaphaphu,,,,-phathelene namaphaphu,,,,-maswafo,,,,,mafhafhuni,,,,,,-mahahu,,,
dsac_pharm_first_00506,pulmonary oedema <Great Britain> {fluid in the lungs},pulmonary edema,,pulmonêre edeem,longedeem,,,,,ukugcwala kwemiphunga lulwelo,,,,kuvuvuka kwemaphaphu,kudvumba kwemaphaphu,,,okuvuvuka kwamaphaphu,,,,meetsemaswafong,,,,,nzwimbamafhafhu,,,,,,xirhumberhumbe xa mahahu,idima ya mahahu,,
dsac_pharm_first_00507,quarantine,,,kwarantyn,isolasie,,,,,ukubekelwa bucala kweyeza,,,,kuvalelwa wedvwa,ikhwarantini,,,iphephiselopilo,,ikhwaranthini,,tlhaolo,,khwaranthine,,,mvalelathungo,khwaranthini,,,,,nhlambulo,yirisanhlangano,,
dsac_pharm_first_00508,quinine,,,kinien,kinine,,,,,iyeza lecesina,ikhwinayini,,,ikhwinini,umutsi wamalaleveva,,,isihlahla sikamalalehlengezela,,isihlahla semalariya,ikhwinini,khwinine,,,,,khwinini,,,,,,rihantikwepere,,,
dsac_pharm_first_00509,radiation therapy {medical},,,bestraling,,,,,,unyango ngokutshisa ngemitha,,,,kwelapha ngekushisa ngemisebe,,,,ukwelapha ngokutjhisa,,,,kalafophišeletšo,,,,,dzilafho nga radiesheni,radiaeshenithyeraphi,radiothyeraphi,,,,vutshunguririhiso,,,
dsac_pharm_first_00510,randomised controlled trial,RCT,,ewekansige gekontroleerde proef,ewekansige beheerde proef,,,,,ulingoyeza ngothelekiso olungahlelwanga,,,,lulingolulawulo lolungakhetsi,,,,ilingelelomadaniso elingakhethiko elilawulwako,,,,tekotaelosebokuboku,,,,,ndingoelakushumele kwa mushongananguludza,,,,,,ndzingeto lowu lawuriwaka muhulahula,,,
dsac_pharm_first_00511,reagent {chemical},reactive agent,,reagens,reageermiddel,,,,,irieyijenti,,,,sikhutsati lesiyincenye,,,,isicozululimakhemikhali,,,,ditswakantšhi,,reetšente,,,tshibveledzisi,,,,,,xiangurisi,,,
dsac_pharm_first_00512,recombinant DNA,rDNA,,rekombinante DNS,rekombinante DNA,,,,,intlanganisela yeeDNA,,,,inhlanganisela yetakhilufuto,inhlanganisela yema-DNA,,,ihlanganisela yama-DNA,,,,DNA tswakwa,,,,,DNA ṱhanganywa,,,,,,DNA yo hlanganisiwa,,,
dsac_pharm_first_00513,refrigerant,refrigerating agent,,koelmiddel,verkoelmiddel,,,,,isipholisi,isibandisi,,,sipholisi,sibandzisi,sicandzisi,,isipholisi,,,,setšidifatši,,,,,tshirothodzi,tshixwatudzi,,,,,xihorisi,xititimeti,,
dsac_pharm_first_00514,renal artery,,,renale slagaar,nierslagaar,,,,,unothumelagazi kwizintso,,,,umtsambo lotfumelako wetinso,,,,isithumeliingazi ezisweni,,,,tšhikaseišamadipshiong,,,,,ludivhithaluyatswioni,,,,,,nsihayinsu,nthumukwanayinsu,,
dsac_pharm_first_00515,respiratory system,,,respiratoriese stelsel,asemhalingstelsel,asemhaalstelsel,,,,inkqubo yokuphefumla,,,,luhlelokuphefumula,,,,irherho lokuphefumula,,,,mokgwapeakanyokhemo,,,,,sisiṱeme ya mufemo,sisteme ya mufemo,,,,,mahefemulelo,,,
dsac_pharm_first_00516,retest date,,,hertoetsdatum,,,,,,umhla wokuphindwa kovavanyo,,,,lusuku lwekuhlola kabusha,,,,ilanga lehlolobuyelela,,,,letšatšikgweditekopoel etšo,,,,,datumu ya ndingululo,,,,,,siku ro kambela nakambe,,,
dsac_pharm_first_00517,rheumatism,,,rumatiek,,,,,,iromathizimu,,,,sifo sematsambo,sifo sekuvuvuka kwemalunga,iramatiki,,iramatiki,,,,bonyelele,ramatiki,ramatiki,,,ṋowagudu,,,,,,nyokajundzu,,,
dsac_pharm_first_00518,rhinitis,,,rinitis,neusslymvliesontsteking,,,,,ukudumba kwamathatha,iranayithisi,,,sifo setimphumulo,,,,ubuhlungu bamakghala,,isifo samakghala,ubulwele bamakghala,tšhatšhamelothurugonko,,rainaithisi,,,rainaithisi,,,,,,mpfimbo wa nkuva wa marhimila,ndzhumbelo wa nkuva wa marhimila,rhayinayitisi,
dsac_pharm_first_00519,ribonucleic acid,RNA,,ribonukleïensuur,ribonukleïnesuur,RNS,RNA,,,iribhonukliyikhi asidi,i-RNA,,,irubonukleyiki esidi,i-esidi tinhlayiya,,,irayibhonyutleyikhi esidi,,,,riponyutlelelikiesiti,,esiti ya riponyutleleliki,,,ribonyukiḽeikiesidi,ribonyukiḽeikidungi,,,,,rhibonyutlileyikiasidi,,,
dsac_pharm_first_00520,rosemary,,,roosmaryn,,,,,,irozimeri,,,,irozimeri,,,,irozimeri,rosemary,,,rosemeri,rosemeri,,,,rosimeri,,,,,,rhozimeri,,,
dsac_pharm_first_00521,roundworm,,,rondewurm,,,,,,intshulube ebumsundulu,irawundi wemu,,,linyokanemsundvu,irawundiwemu,,,inyokanandulungu,,,,sebokwananthokolo,,,,,ṋowana,,,,,,nyokanyokanaxirhend zevutana,,,
dsac_pharm_first_00522,saccharin,saccharine,,sakkarien,sakkarine,saggarien,saggarine,,,isakharini,,,,shukelambumbulu,isakharini,sashukela,,isingatjhukela,,isingaswigiri,isakharini,sakharini,,,,,sakharini,swigirimafaedza,swigirimafanedza,,,,chukelexiphaza,sakharini,,
dsac_pharm_first_00523,safranin {histology},safranine,,safranien,safranine,,,,,isafranini,,,,isafranini,,,,isafranini,,,,saforanini,,,,,safranini,,,,,,safuranini,,,
dsac_pharm_first_00524,sage,salvia,,salie,,,,,,iseyiji,,,,iseyiji,,,,iseyiji,,,,seyitši,,,,,seidzhi,,,,,,seji,,,
dsac_pharm_first_00525,salicylic acid,,,salisielsuur,wilgersuur,wilgesuur,,,,isalisayilikhi asidi,,,,isalisayiki esidi,i-esiditsite yekwakha liphilisi,,,isalisayilikhi esidi,,,,salisaelikiesiti,,,,,saḽisiḽikidungi,saḽisiḽikiesidi,,,,,salisayikiasidi,,,
dsac_pharm_first_00526,salinity,,,soutgehalte,saliniteit,,,,,ubumtyuba,ubutyuwa,,,busawoti,bumunyu,,,-butswayi,,,,botswa,,,,,ludungelamuṋo,,,,,,ndzhungelo,,,
dsac_pharm_first_00527,salmonella,,,salmonella,,,,,,isalimonela,,,,isalimonela,,,,isalmonela,,,,salemonela,,,,,saḽimoneḽa,,,,,,xitsongwatsongwana xa thayifodi,salimonela,,
dsac_pharm_first_00528,sanitation {decontamination},,,ontsmetting,sanitasie,,,,,ugutyulo,,,,kubulala emagciwane,,,,ukuhlwengisa ngamakhemikhali,,,,tlhwekišo,,,,,khunakiso,vhuthathatzhili,,,,,mbhasiso,,,
dsac_pharm_first_00529,sarcoma {type of cancer},,,sarkoom,,,,,,umhlaza isakhoma,,,,isakhoma,,,,isakhoma,,,,kankeremešifa,,sakhoma,,,sakhoma,,,,,,sakhoma,,,
dsac_pharm_first_00530,sciatica,,,heupsenupyn,iskias,,,,,isayathikha,,,,buhlungu bemiva yemlente,,,,ubuhlungu bomthambo omkhulu womlenze,,,,bohlokothapokgolo oto,,sekiathika,,,shiatika,,,,,,xivavi xa nsihakulu wa nenge,siyatika,,
dsac_pharm_first_00531,secondary care,,,sekondêre versorging,sekondêre sorg,,,,,unyango olulandela olokuqala,,,,lunakekelongetelelo,,,,itjhejo elingezelelekileko,,,,tlhokomelotsebi,,,,,ndondolamutakalo nga vhomakone,vhomakone vha ndondolamutakalo,,,,,vuongorinandzelo,vutshungurinandzelo,nhlayisonandzelo,
dsac_pharm_first_00532,sedative,,,susmiddel,kalmeermiddel,angsiolitikum,,,,iyeza elozelisayo,unobuthongwana,,,silalisi,sidzambisi,,,isidambisi,,,,seokobatširobadiša,,,,,tshidzidzivhadzi tsha khofhe,philisi ya khofhe,,,,,xihorisi,xiwisisi,ximbuweteri,xirhurisi
dsac_pharm_first_00533,sedimentation,settling,,sedimentering,sedimentasie,afsakking,besinking,,,ukuhlengeka,,,,kucenga,,,,ukutsenga,,,,go itsheka,,go itlhama,,,tshidzikii,,,,,,ndzhiko,,,
dsac_pharm_first_00534,seizure,,,stuipe,aanval,toeval,,,,ukuxhuzula kwelungu,,,,kuhlaselwa sitfutfwane,,,,ukubanjwa sithunthwana,,,,dithunthwane,,,,,tshifakhole,tshiririvha,tshiivha,,,,ku tshetshela,ntlumbeko,,
dsac_pharm_first_00535,selenium {nutrition},Se,,seleen,selenium,,,,,iseleniyam,,,,iseleniyamu,,,,isileniyamu,,,,seleniamo,,,,,seḽeniamu,,,,,,seleniyamu,,,
dsac_pharm_first_00536,self-medication,,,selfmedikering,selfmedikasie,,,,,ukuzithengela amayeza,ukuzinyanga,,,kutelapha,,,,ukuzelapha,,,,boikalafo,,,,,vhuḓialafhi,u ḓialafha,,,,,vutitshunguri,,,
dsac_pharm_first_00537,senna {natural medicine},,,senna,,,,,,isina,,,,isena,,,,isina,,isitjhaphululindeni,,sena,,,,,sena,,,,,,sena,,,
dsac_pharm_first_00538,sensible heat,SH,,waarneembare warmte,aanvoelbare warmte,,,,,ubushushu obungaguquli mo,,,,kushisa lokungaguculi simo,,,,umtjhiso ongabangitjhuguluko,,,,phišotekanelo,,,,,mufhisotshayambonalelo,,,,,,rihisonkacincaxiyimo,,,
dsac_pharm_first_00539,sensitiser {microbiology},,,sensitiseerder,,,,,,isensithayiza,,,,imbangela yalokwaliwa ngumtimba,,,,unobangela wokwaliwa mzimba,,,,sehlolaaletši,,sentshithaesa,,,tshivhangaaḽedzhi,,,,,,xivangarinyenyanyenya,,,
dsac_pharm_first_00540,sentinel event,,,brandwaggebeurtenis,waarskuwingsgebeurtenis,,,,,isehlo esingalindelekanga kwezonyango,,,,sehlakalo lesibi lebesingakalindzeleki,,,,isehlakalo esimbi esingakalindeleki,,tiragalokotsi,,tiragalompeseletelwe kalafong,,,,,tshiwo vhuongeloni,tshiwo sibadela,,,,,xiendlekonkalangutelo,,,
dsac_pharm_first_00541,sepsis,,,sepsis,,,,,,ububovu,isepsisi,,,lusulelekongati ngemabhaktheriya,kungcoliseka kwengati ngemabhaktheriya,,,ukubhibhidlha,,ukugcwala kwetjhefu eengazini,,myekgo,,phero,,,sepisis,sepsisi,,,,,ku bola,mbvhubvuko,,
dsac_pharm_first_00542,sinus {anatomy},,,sinus,,,,,,amarhanana,isayinasi,,,emafonkholo,isayinasi,,,amakghala,,isayinasi,,saenase,,,,,sainasi,,,,,,baku ra moya,sayinasi,,
dsac_pharm_first_00543,sinusitis,sinus infection ,,sinusitis,sinusontsteking,,,,,ukudumba kwamarhanana,ukudumba kwamathatha,,,kuvuvuka kwemafonkholo,,,,ubuhlungu bamakghala,,,,tšhatšhamelothurugo saenase,,,,,nzwimbaningoni,,,,,,mangoromela,mpfimbatisayinasi,ndzhumbelatisayinasi,
dsac_pharm_first_00544,skeletal system,,,skeletstelsel,,,,,,isakhelo somzimba,uphahla lomzimba,,,luhlelomatsambo lwemtimba,,,,irherho lephahla lamathambo,,,,mohwapeakanyorapo mmele,,sekelethone,,,sisiṱeme ya muangarambo,sisteme ya muangarambo,,,,,sisiteme ya nkongotlo,,,
dsac_pharm_first_00545,sleep deprivation {lack of sleep},,,slaapontneming,slaapdeprivasie,,,,,ukungalali ngokwaneleyo,,,,kucwasha,kuphilelwa,kuphelelwa butfongo,,ukungalali ngokwaneleko,,,,tlhobaelo,,,,,tshayakhofhe,,,,,,nkavurhongo,,,
dsac_pharm_first_00546,small intestine,,,dunderm,,,,,,amathumbu amancinci,,,,ematfunjana,ematfumbu lamancane,,,amathunjana,,amanyaka,,malana,,lelana,,,lula,,,,,,rhumbutsongo,,,
