id,eng__001,eng__002,eng__003,eng__004,afr__001,afr__002,afr__003,zul__001,zul__002,zul__003,zul__004,xho__001,xho__002,xho__003,xho__004,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,nso__001,nso__002,nso__003,nso__004,nso__005,sot__001,sot__002,sot__003,sot__004,ven__001,ven__002,ven__003,tso__001,tso__002,tso__003
dsac_multi_parl_00361,proportional representation,,,,proporsionele verteenwoordiging,,,ukumeleleka ngobungako,,,,umelo ngokwenani leevoti,,,,kumelela ngekushiyashiyana,kumelela ngekwelinani lemavoti,,,ukujameleka ngokwabalandeli,,,,kemeditekatekano,,,kemedi go ya ka bontši bja diboute,kemedi go ya ka bontši bja divoute,,,,boemedi ka divoutu,,,,vhuimeleli nga nyeḓano,,,vuyimeri byo ringanela,,
dsac_multi_parl_00362,provincial administration,,,,provinsiale administrasie,,,ukuphatha ngokwesifundazwe,,,,ulawulo lwephondo,,,,imphatfo yesifundza,,,,urhulumende wephrovinsi,urhulumende wesifunda,,,tsamaiso ya porofense,,,taolo ya profentshe,taolo ya profense,taolo ya provense,,,tsamaiso ya provense,,,,ndaulo ya vundu,,,mafambiselo ya xifundzankulu,,
dsac_multi_parl_00363,provincial constitution,,,,provinsiale grondwet,,,umthethosisikelo wesifundazwe,,,,umgaqo-siseko wephondo,,,,umtsetfosisekelo wesifundza,,,,umthethosisekelo wesifunda,umthethosisekelo wephrovinsi,,,molaotheo wa porofense,,,molaotheo wa profentshe,molaotheo wa profense,molaotheo wa provense,,,molaotheo wa provense,,,,mulayotewa wa vundu,,,vumbiwa bya xifundzankulu,,
dsac_multi_parl_00364,provincial gazette,,,,provinsiale koerant,,,usomqulu wesifundazwe,,,,igazethi yephondo,,,,igazethi yesifundza,,,,umthetho ogadangisiweko wephrovinsi,umthetho ogadangisiweko wesifunda,,,phasalatso ya porofense,kasete ya porofense,,kuranta ya pušo ya probentshe,kuranta ya pušo ya profense,kuranta ya pušo ya provense,kasete ya profense,kazete ya profense,gazete ya provense,,,,gazete ya vundu,,,gazete ya xifundzankulu,,
dsac_multi_parl_00365,public hearing,,,,openbare aanhoor,,,ukulalela imibono yomphakathi,,,,iindibano zovakaliso-zimvo,,,,kutsamela luvo lwesive,kulalela luvo lwesive,,,ukulalelwa kwemibono yomphakathi,,,,ditheetsophatlalatsa,,,theeletšo ya maikutlo a setšhaba,,,,,pitso,,,,vhupfiwa nga vhathu,,,ntengo wa mani na mani,ku twa miehleketo ya vaaka-tiko,
dsac_multi_parl_00366,public participation,,,,openbare deelname,,,ukubamba iqhaza komphakathi,,,,inxaxheba yoluntu,,,,budlalindzima besive,kubandzakanyeka kwesive,,,ukuhlanganyela komphakathi,,,,tseokarolo ya botlhe,,,tsenyoletsogo ya setšhaba,,,,,seabo sa setjhaba,,,,vhushelamulenzhe nga vhathu,,,ku hoxa xandla ka vaaka-tiko,,
dsac_multi_parl_00367,Public Protector,,,,Openbare Beskermer,,,uMvikeli Womphakathi,,,,uMkhuseli woLuntu,,,,Umvikelisive,Umphephisisive,,,umVikeli womPhakathi,,,,mosireletsasetšhaba,,,Mošireletši wa Setšhaba,,,,,Mosireletsi wa Setjhaba,,,,Mutsireledzi wa tshitshavha,,,Musirhelela-Vaakatiko,,
dsac_multi_parl_00368,public servant,civil servant,,,staatsamptenaar,,,umsebenzi kahulumeni,,,,umsebenzi wakwarhulumente,,,,sisebenti sahulumende,,,,umsebenzi wembusweni,,,,modiredipuso,,,mohlankedi wa mmušo,mošomedi wa mmušo,modiredi wa mmušo,,,mosebeletsi wa setjhaba,,,,mushumeli wa muvhuso,mushumelavhapo,,mutirhela-mfumo,,
dsac_multi_parl_00369,public service,civil service,,,staatsdiens,,,umsebenzi kahulumeni,,,,inkonzo karhulumente,,,,umsebentihulumende,umsebenti wahulumende,,,ikoro yembusweni,,,,tirelopuso,bodiredipuso,,tirelo ya mmušo,,,,,tshebeletso ya setjhaba,,,,tshumelo ya muvhuso,tshumelo ya vhapo,,ntirho wa mfumo,vukorhokeri bya vaaka-tiko,
dsac_multi_parl_00370,question paper,,,,vraelys,,,iphepha lemibuzo,,,,iphepha lemibuzo,,,,liphepha lemibuto,luhlumibuto,,,iphepha lemibuzo,iphephambuzo,,,pampiri ya dipotso,,,letlakala la lenaneo la dipotšišo,,,,,leqephe la dipotso,,,,bammbiri ḽa mbudziso,,,phepha ra swivutiso,,
dsac_multi_parl_00371,quorum,,,,kworum,,,inani eligunyaza umhlangano,,,,inani elinokuqhuba intlanganiso,ikhoram,,,linyenti lelidzingekako,linani lelidzingekile,ikhoramu,,ikhoramu,inani eligunyaza umhlangano,,,khoramo,,,bontšinyakegokgotleng,khoramo,,,,khoramo,,,,vhunzhi,khoramu,,khoramu,,
dsac_multi_parl_00372,reading of bill,,,,lesing van wetsontwerp,,,isethulo somthethosivivinywa,,,,ukufundwa komthetho ongekaphunyezwa,ukufundwa kwebhili,ukufundwa komthetho osayilwayo,,kufundvwa kwemtsetfosivivinyo,,,,ukufundwa komthethomlingwa,,,,puiso ya molaotlhomo,,,palo ya molaokakanywa,,,,,ho balwa ha bili,,,,u vhalwa ha mulayotibe,,,ku andlala nawumbisi,,
dsac_multi_parl_00373,recess,,,,reses,,,ikhefu,,,,ikhefu lepalamente,,,,likhefu,,,,isikhathi sokukhokha ummoya,,,,kemiso,ikhutso,kgaotso,boikhutšo,,,,,phomolo,kgefutso,,,tshifhinga tsha u awela,,,nkarhi wo wisa,,
dsac_multi_parl_00374,referendum,,,,referendum,,,inhlolovo,,,,uvoto logayo-zimvo,,,,luhlololuvo,,,,ireferandamu,,,,referentamo,patlomaikutlo,ikatlholelosetšhaba,referantamo,kgethosetšhaba,,,,referandamo,,,,mbudzisavhathu,referandamu,,referendamu,,
dsac_multi_parl_00375,regime,,,,bewind,,,uhlobo lukahulumeni,,,,umbuso,ulawulo,,,umbuso,,,,urhulumende ongafunwako,,,,puso,,,mokgwa wa pušo,,,,,mmuso,,,,muvhuso,,,mfumo,,
dsac_multi_parl_00376,report n.,,,,verslag,,,umbiko,,,,ingxelo,,,,umbiko,,,,umbiko,,,,pegelo,,,pego,,,,,pehelo,tlaleho,,,muvhigo,,,xiviko,,
dsac_multi_parl_00377,report to House,,,,verslag aan Huis,,,umbiko wePhalamende,,,,ingxelo enikwa iNdlu,,,,umbiko Endlini,,,,umbiko wendlu,,,,pegelo go Ntlo,,,pego go Ngwako,,,,,behela Ntlo,,,,muvhigo kha Nnḓu,,,ku vikela Huvo,,
dsac_multi_parl_00378,representation,,,,verteenwoordiging,,,ukumeleleka,,,,ukumelwa,,,,bumeleli,kumelela,,,ukujameleka,,,,kemedi,,,kemelo,,,,,boemedi,kemedi,,,vhuimeleli,,,vuyimeri,,
dsac_multi_parl_00379,resolution,,,,besluit,resolusie,,isinqumo,,,,isigqibo,,,,sincumo,,,,isiqunto,,,,tshwetso,,,sephetho,,,,,tharollo,,,,tsheo,,,xiboho,,
dsac_multi_parl_00380,responsible government,,,,verantwoordelike regering,,,uhulumeni onakekelayo,,,,urhulumente olawulekayo,,,,hulumende locotfo,,,,urhulumende onesibopho,,,,puso e e boikarabelo,,,pušo ya boikarabelo,,,,,mmuso o ikarabellang,,,,muvhuso wa vhuḓifhinduleli,,,mfumo wa vutihlamuleri,,
dsac_multi_parl_00381,right wing,,,,regse vleuel,,,ontamolukhuni,,,,oontamolukhuni,,,,lidlelakhashane,madlelekudzeni,,,umpurelani,ipurela,,,bojelathoko {mojeng},bogogelathoko,,letsogo la go ja,,,,,lejelathoko la ka letsohong le letona,,,,makokodzelathungo a tshauḽa,,,ntlawa wo kokela etlhelo,,
dsac_multi_parl_00382,roll funds over v.,,,,rol fondse oor,,,-edlulisela izimali onyakeni olandelayo,,,,ukudlulisela imali kunyaka olandelayo,,,,endlulisela timali embili,,,,-dlulisela iimali komunye umnyaka,,,,go fetisetsa matlole,,,fetišetša ditšhelete ngwageng wo o tlago,,,,,fetisetsa matlole,,,,-u humisela masheleni murahu,,,hundzisela mali emahlweni,,
dsac_multi_parl_00383,rollover n. {finance},,,,oorrol,,,ukwedlulisela izimali onyakeni olandelayo,,,,imali edluliselwa kunyaka -mali olandelayo,,,,imali lendluliselwa embili,kwedlulisela embili imali,,,idluliselomali,,,,phetisetso,,,phethišetšo,,,,,phethisetso,,,,khumiselamurahu ya masheleni,,,mali-nsalo,,
dsac_multi_parl_00384,rule n.,,,,reël,,,umthetho,,,,umthetho,,,,umtsetfo,,,,umthetho,,,,taolwana,,,molao,,,,,molao,,,,mulayo,,,nawu,,
dsac_multi_parl_00385,rule of law,,,,regsreël,,,umthetho obekiwe,umthetho olawulayo,,,ulawulo lomthetho,,,,kubusa kwemtsetfo,,,,ukusebenza komthetho,,,,taolo ya molao,,,tshepedišo ya molao,,,,,tshebetso ya molao,,,,mulayondango,,,nawu,,
dsac_multi_parl_00386,ruling,,,,beslissing,,,ukunquma,,,,isigqibo,isigwebo,,,sincumo,,,,umlayo,isiqunto,,,tshwetsotaolo,,,sephetho,,,,,qeto,,,,tsheo,,,xiboho,,
dsac_multi_parl_00387,schedule,,,,skedule,,,isithasiselo,,,,ishedyuli,,,,ishejuli,,,,isifakelelo,isingezelelo,,,mametlelelo,,,šetule,šedule,tlhohlometšo,,,shejule,,,,sheduḽu,,,xedulu,,
dsac_multi_parl_00388,scope {e.g. of a bill},,,,bestek,,,umkhawulo,,,,umhlaba,ummandla,,,umgamu,,,,isiqintelo,ikundla,,,bolekanyetso,,,monabo,bonabo,boikalo,,,bonamo,,,,tshikoupu,,,mpimo,,
dsac_multi_parl_00389,second reading,,,,tweede lesing,,,ukwethulwa kwesibili komthethosivivinywa,,,,ufundo lweSibini,,,,lufundvombili,lufundvo lwesibili,,,ukufundwa kwesibili komthethomlingwa,,,,puiso ya bobedi,,,palo ya bobedi,go balwa labobedi,,,,palo ya bobedi,,,,u vhalwa ha vhuvhili,,,ku andlala nawumbisi ravumbirhi,,
dsac_multi_parl_00390,secretariat,,,,sekretariaat,,,ihhovisi likanobhala,,,,iqumrhu lolawulo,,,,lihhovisi lebubhalane,,,,i-ofisi kanobhala,,,,bokwaledi,,,bongwaledi,,,,,sekrethariate,,,,vhuṅwaleli,,,hofisi ya vamatsalana,,
dsac_multi_parl_00391,secretary general,,,,sekretaris-generaal,,,unobhalajikelele,,,,usosiba jikelele,,,,mabhalane jikelele,,,,unobhala zombelele,,,,mokwaledikakaretso,,,mongwaledipharephare,,,,,mongodikakaretso,,,,muṅwaleli muhulwane,,,matsalana-jenerali,matsalanankulu,matsalana-angarhelo
dsac_multi_parl_00392,Secretary to Parliament,,,,Sekretaris van die Parlement,,,uNobhala Wephalamende,,,,UNobhala wePalamente,,,,Mabhalane Wasephalamende,,,,unobhala wepalamende,,,,Rapalamente,,,Mongwaledi wa Palamente,,,,,Mongodi wa Palamente,,,,Muṅwaleli wa Phaḽamennde,,,Matsalana wa Palamende,,
dsac_multi_parl_00393,secret vote,,,,geheime stem,,,ivoti eliyimfihlo,,,,uvoto olusekhusini,,,,livoti lelifihlakele,livoti leliyimfihlo,,,ivowudi eyifihlo,,,,boutu ya sephiri,tlhopho ya sephiri,,boute ya sephiri,bouto ya sephiri,vouto ya sephiri,kgetho ya sephiri,,voutu ya lekunutu,voutu ya sephiri,,,voutu ya tshiphiri,,,vhoti ya le xihundleni,,
dsac_multi_parl_00394,section {of act},,,,artikel {van wet},,,isigaba,,,,icandelo,,,,sigaba,,,,isigaba,indinyana,,,karolo,,,karolo,,,,,karolo,,,,khethekanyo,,,xiyenge,,
dsac_multi_parl_00395,serjeant-at-arms,sergeant-at-arms,,,ampswag,,,unogada wasephalamende,,,,idindala lendlu,,,,gonsa wephalamende,sukumani,,,ugadi,,,,raletlhotlho,motsholaletlhotlho,,moletakgoro,moletangwako,,,,ramolangwana,sajene ya palamente,,,muhwalathonga,mulindadzulo,,sukumani,,
dsac_multi_parl_00396,shadow cabinet,,,,skadukabinet,,,izingqapheli zesigungu sesishayamthetho,,,,ikhabhinethi yeqela eliphikisayo,,,,ikhabhinethi lelindzele,,,,ikhabinethi elingisako,,,,kabinetemaitlhomo,,,kabinete ya lekgotlakganetšo,,,,,sekabinete,,,,khabinethe yo dzumbamaho,,,khabinete yo xopela,,
dsac_multi_parl_00397,short title,,,,kort titel,,,isihlokwana esicacisayo,,,,isihloko esifutshane,,,,sihloko lesifishane,,,,isihloko esifitjhani somthethomlingwa,,,,setlhogokhutshwe,,,thaetlelekopana,thaetlele ye kopana,,,,lebitso le kgutsufaditsweng,,,,dzina ḽipfufhi,,,nhlokomhaka yo koma,,
dsac_multi_parl_00398,sitting,,,,sitting,,,ukuhlangana kwephalamende,,,,indibano yendlu,,,,kuhlala,umhlangano,,,ukuhlala,,,,go tsena,,,tulo,,,,,kopano,,,,dzulo,,,ntshamo,,
dsac_multi_parl_00399,sitting of parliament,,,,parlementsitting,,,ukuhlala kwephalamende,,,,indibano yepalamente,,,,kuhlala kwephalamende,kuhlangana kwephalamende,,,ukuhlala kwepalamende,,,,go tsena ga palamente,kokoano e tsene,,tulo ya palamente,,,,,kopano ya palamente,,,,dzulo ḽa phaḽamennde,,,ntshamo wa palamende,,
dsac_multi_parl_00400,socialism,,,,sosialisme,,,inkambiso kahulumeni wamadlandawonye,,,,ubusoshiyali,ubudlela ndawonye,,,kuhweba ngekwabelana,kubusa ngekwabelana,,,ikambiso karhulumende wamadlandawonye,,,,bosošiale,,,bosošiale,sošialisime,,,,bososhiale,,,,vhusoshaḽizimu,,,xisoxalisi,,
dsac_multi_parl_00401,socio-economic strategy,,,,sosio-ekonomiese strategie,,,isu lezomnotho nenhlalakahle,,,,isicwangciso esihlanganisa ezoQoqosho nezeNtlalo,,,,indlelasu yetemnotfonhlalo,,,,iqhinga lezomnotho nehlalakuhle,,,,togamaano ya ikonomi le loago,,,leano la ekonomi ya setšhaba,,,,,mawala a ikonomi le phedisano,,,,tshiṱirathedzhi tsha ikonomi ya matshilisano,,,pulani ya ikhonomi ya vaaki,,
dsac_multi_parl_00402,South African Human Rights Commission,SAHRC,,,Suid-afre Menseregtekommissie,SAMRK,Menseregtekommissie,iKhomishana Yamalungelo Esintu,,,,iKhomishoni yaMalungelo oLuntu yaseMzantsi Afrika,iSAHRC,,,Ikhomishini yeMalungelo Eluntfu yaseNingizimu Afrika,i-SAHRC,,,iKomitjhini yamaLungelo wobuNtu eSewula Afrika,,,,SAHRC,Khomišene ya Ditshwanelo tsa Botho ya Aforika Borwa,,Khomišene ya Ditokelo tša Botho ya Afrika Borwa,,,,,Khomishene ya Ditokelo tsa Botho ya Afrika Borwa,SAHRC,,,Khomishini ya Pfanelo dza Vhathu ya Afrika Tshipembe,,,SAHRC,Khomixini ya Timfanelo ta Ximunhu ya Afrika Dzonga,
dsac_multi_parl_00403,South African Local Government Association,SALGA,,,Suid-afre Plaaslikeregeringsvereniging,SALGA,,iNhlangano Yohulumeni Basekhaya YaseNingizimu Afrika,,,,iSALGA,uMbutho wooMasipala baseMzantsi Afrika,,,Inhlangano Yabohulumende Bekhaya eNingizimu Afrika,i-SALGA,,,iHlangano yaboRhulumende beeNdawo yeSewula Afrika,,,,SALGA,Mokgatlo wa Dipusoselegae wa Aforika Borwa,,Mokgatlo wa Pušoselegae wa Afrika Borwa,SALGA,,,,SALGA,Mokgatlo wa Mebuso ya Lehae wa Afrika Borwa,,,Dzangano ḽa Mivhusoyapo ḽa Afrika Tshipembe,,,SALGA,Nhlangano wa Mimfumo ya Miganga wa Afrika Dzonga,
dsac_multi_parl_00404,Speaker,,,,Speaker,,,uSomlomo,,,,uSomlomo,,,,Somlomo,,,,uSpikha,uSomlomo,,,Mmusakgotla,Sepikara,,Sepikara,,,,,sepikara,,,,Mulangadzulo,tshipikara,,Xipikara,,
dsac_multi_parl_00405,special delegate,,,,spesiale afgevaardigde,,,isithunywa sekhethelo,,,,ummeli otshintsha-tshintshayo,ummeli ongesosigxina,,,sitfunywa sesikhashana,umeleli losipesheli,,,isithunywa esikhethekileko,,,,kemedi e e kgethegileng,,,baromelwa bao ba kgethegilego,kemedi yeo e kgethegilego,,,,morumuwa ya kgethehileng,,,,vhurumelwa,,,murhumiwa wo hlawuleka,,
dsac_multi_parl_00406,standing committee,,,,vaste komitee,,,ikomidi elingenakuguquka,,,,ikomiti esisigxina,,,,likomiti lanomphela,ikomiti yanomphela,likomiti lafutsi,ikomiti yafutsi,ikomidi yasafuthi,,,,komiti ya leruri,,,komiti ya go ya go ile,,,,,komiti ya nako tsohle,,,,komiti ya tshoṱhe,,,komiti ya nkarhi hinkwawo,,
dsac_multi_parl_00407,standing rules,,,,reglement,,,imithetho engenakuguqulwa,,,,imithetho esisigxina,,,,imitsetfo yanomphela,,,,imithetho ejamileko,,,,melawana ya leruri,,,melao ya go ya go ile,,,,,melao ya moshwelella,,,,milayondango,,,milawu ya nkarhi hinkwawo,,
dsac_multi_parl_00408,state expenditure,,,,staatsbesteding,,,izindleko zikahulumeni,,,,inkcitho-mali karhulumente,,,,inchitfo yembuso,,,,iindleko zombuso,,,,ditshenyegelo tsa puso,,,ditshenyagelelo tša mmušo,,,,,ditjeho tsa mmuso,,,,tshinyalelo ya muvhuso,,,tirhiselo ra mali ya mfumo,,
dsac_multi_parl_00409,state law adviser,state law advisor,,,staatswetadviseur,,,umeluleki wezomthetho kahulumeni,,,,IGqwetha likaRhulumente,,,,umeluleki ngemtsetfo wembuso,umelulekimtsetfo wembuso,,,umeluleki wezomthetho embusweni,,,,mogakolodisemolao wa puso,,,moeletši wa mmušo wa tša semolao,,,,,moeletsi wa molao wa mmuso,,,,mueletshedzi wa mulayo wa muvhuso,,,mutsundzuxi wa mfumo hi swa nawu,,
dsac_multi_parl_00410,statement,,,,verklaring,,,umbhalombiko,isitatimende,,,intetha,,,,umbiko,sitatimende,,,isitatimende,umtlolombiko,,,kanego,,,tlhalošetšo,taodišetšo,,,,polelo,,,,tshitatamennde,,,xitatimende,,
dsac_multi_parl_00411,statute,,,,statuut,,,umthethomgomo wephalamende,,,,ummiselo,umthetho obhaliweyo,,,umculumitsetfo,,,,umthetho wepalamende,,,,molao,,,molao,,,,,molao,,,,mulayo,,,nawu,,
dsac_multi_parl_00412,statutory institution,,,,statutêre instelling,,,isakhiwo esibunjwe ngomthetho wephalamende,,,,isigqeba esisekwe ngomthetho,,,,umtimba losukunyiswe ngumtsetfo,umtimba lomiswe ngumtsetfo,,,isijanyiso esijanyiswe yipalamende,,,,mokgatlhosemolao,,,mokgatlo wa go hlangwa ka molao wa palamente,,,,,setheho sa molao,,,,tshiimiswa tshi re mulayoni,,,huvo ya nawu,,
dsac_multi_parl_00413,steering committee,,,,loodskomitee,,,ikomidi eliqondisayo,ikomidi eliholayo,,,ikomiti ebambe imikhala,,,,ikomiti leholako,likomiti leliholako,,,ikomidi elawulako,,,,komitipaakanyetso,komititiragatso,,komititshepedišo,,,,,komiti ya tsamaiso,,,,komitinyendedzi,,,komiti yo kondletela,,
dsac_multi_parl_00414,strategize <also strategise>,,,,strategie bepaal,,,-ceba amasu,,,,ukugwadla iqhinga,ukwenza isicwangciso,,,akha lichinga,akha lisu,,,luka amano,lumba amano,,,go loga maano,,,go loga leano,,,,,ho etsa mawala,,,,u shuma nga maano,,,pulana,,
dsac_multi_parl_00415,strategy,,,,strategie,,,isu,,,,icebo,iqhinga,isicwangciso,,lichinga,indlelasu,,,iqhinga,,,,togomaano,,,leano,,,,,lewa,,,,siṱirathedzhi,,,pulani,,
dsac_multi_parl_00416,structure n.,,,,struktuur,,,isakhiwo,,,,ulwakhiwo,isakhiwo,iqela,umbutho,sakhiwo,umtimba,luhlaka,,isakhiwo,isijamiso,,,setheo,,,sebopego,tlhamego,,,,sebopeho,,,,tshivhumbeo,,,xivumbeko,,
dsac_multi_parl_00417,subcommittee,,,,subkomitee,,,ikomijana,,,,ikomitana,,,,likomitincane,ikomitincane,,,ikomidi encani,,,,komitipotlana,,,komiti ye nnyane,,,,,komitjana,,,,komitiṱhukhu,,,xikomitana,xihubyana,
dsac_multi_parl_00418,sub judice convention,,,,sub judice-konvensie,,,udaba olubucayi olusezithebeni zenkantolo,,,,isithethe sokungathethi ngemicimbi esesenkundleni,,,,sivumelwano lesisetandleni temtsetfo,,,,umhlangano wokungakhulunywa kweendaba ezisekhotho,,,,tumelanokganelo,tumelanokefogo,,tumelelano ya go se bolele selo,,,,,tumellano ya ho se tshohle tse song ho qetwe ka lekgotleng,tumellano ya pinyane ya kgotla,,,buthano ḽa zwi no kha ḓi ṱoḓisiswa,,,ntwanano wo yirisa,,
dsac_multi_parl_00419,submission,,,,betoog,,,isethulo,,,,ungeniso lwezimvo,,,,lwetfulo,,,,isethulo,isiphakamiso,,,tlhagiso,neelo,,kakanyo,,,,,kgothaletso,,,,vhupfiwa,,,xiviko,,
dsac_multi_parl_00420,supplementary question,,,,aanvullende vraag,,,umbuzo olandeliswayo,,,,imibuzo elandeliswayo,,,,umbuto lolandzelelako,,,,umbuzo ozaliselelako,,,,potsotatediso,,,potšišo ya tlaleletšo,,,,,potsisiso,,,,mbudzisothevheli,,,xivutiso xo landzelerisa,,
dsac_multi_parl_00421,suspend a member,,,,lid tydelik skors,,,ukumiswa kwelungu,,,,ukumiswa kwelungu,ukunqumamisa ilungu,,,misa lilunga,,,,-jamisa ilunga,,,,sekega tokololo,,,fega leloko,,,,,ho kgaola setho,,,,u imisa muraḓo,,,yimisa xirho,,
dsac_multi_parl_00422,suspension of sitting,,,,opskorting van sitting,,,ukuhlabwa ikhefu kwephalamende,,,,ukumiswa kwendibano,ukunqumamisa indibano,,,kumiswa kwemhlangano,,,,ukujanyiswa kokuhlala,,,,kemiso ya kokoano,kemiso ya palamente,,phego ya tulo,kgaotšo ya tulo,,,,kgefutso,,,,u imisa dzulo,,,ku yimisa ntshamo,,
dsac_multi_parl_00423,swear in v.,,,,insweer,,,-fungisa,,,,ukufungiswa,,,,fungiswa,,,,-fungisa,,,,ikanisiwa,,,enišwa,,,,,ho nkisa kano,hlapantsha,,,-anisa,,,hlambanyisa,,
dsac_multi_parl_00424,system,,,,stelsel,,,inkambiso,inqubo,,,inkqubo,indlela esesenkundleni,,,inchubo,indlelanchubo,,,irherho,,,,thulaganyo,,,mokgwa,tsela,peakanyo,,,mokgwa,,,,sisṱeme,,,sisiteme,endlhelo,
dsac_multi_parl_00425,table n.,,,,tafel,,,itafula,,,,itafile,,,,litafula,,,,itafula kaSpikha,itafula kaSomlomo,,,tafole,,,tafola,,,,,tafole,,,,ṱafula,ḓafula,,tafula,,
dsac_multi_parl_00426,table a bill,,,,wetsontwerp ter tafel lê,,,ukubeka umthethosivivinywa,,,,ukuthi thaca umthetho osayilwayo,ukwandlala umthetho-sihlomelo,,,etfula umtsetfosivivinyo,,,,ndlala umthethomlingwa,,,,tlhagisa molaotlhomo,,,ala molaokakanywa,,,,,ho teka bili,,,,u vhea mulayotibe ṱafulani,u swikisa mulayotibe,,ku andlala nawumbisi,,
dsac_multi_parl_00427,table officers,,,,tafelbeamptes,,,onobhala abangabalulekile bephalamende,,,,amagosa etafile,,,,bomabhalane,bengamelilitafula,bolobhala,,iimphathiswa zeNdlu,,,,batlhankedi ba Ntlo,,,bangwaledi ba ngwako,,,,,bahlanka ba tsamaiso,,,,vhaofisiri vha ṱafulani,,,vamatsalana,,
dsac_multi_parl_00428,tabling,,,,tertafellegging,,,ukubekwa kwemithetho ephalamende,,,,ukwandlala,,,,kwetfula,lwetfulo,,,ukwethulwa,ukwendlala,,,tlhagiso,,,kalo,,,,,ho teka,,,,u swikisa ṱafulani,,,ku andlala,,
dsac_multi_parl_00429,tenure of office,,,,ampstermyn,,,isikhathi esinqunyiwe sokubamba isikhundla,,,,ithuba usesikhundleni,,,,sikhatsi sekubasesikhundleni,,,,isikhathi sesikhundla,,,,paka ya tiro,,,paka ya go bea modirong,,,,,nako ofising,nako ya setulo,,,tshifhingatiwa tsha ofisi,,,nkarhi wo khoma hofisi,,
dsac_multi_parl_00430,third reading,,,,derde lesing,,,ukwethulwa kwesithathu komthethosivivinywa,,,,ufundo lwesithathu,,,,kufundza kwesitsatfu,lufundvontsatfu,,,ukufundwa kokugcina,,,,puiso ya boraro,,,palo ya boraro,go balwa laboraro,,,,palo ya boraro,,,,u vhalwa ha vhuraru,,,ku andlala nawumbisi ra vunharhu,,
dsac_multi_parl_00431,Third World country,,,,Derdewêreldland,,,amaZwe Omhlaba Antulayo,amaZwe Omhlaba Afufusayo,,,iliZwe elisaKhulayo,,,,live lelisatfutfuka,,,,iliZwe elingakaThuthuki,,,,naga e e tlhabologang,,,Naga ye e Hlabologilego,,,,,naha e Futsanehileng,,,,Shango ḽi songo Bvelaho Phanḓa,,,Tiko leri ra ha Hluvukaka,,
dsac_multi_parl_00432,transformation,,,,transformasie,,,inguquko,uguquko,,,inguqu,,,,luhlelobusha,luntjintjo,,,itjhuguluko,,,,diphetogo,,,phetogo,,,,,phetoho,,,,tshanduko,,,ncinco,,
dsac_multi_parl_00433,transparency,,,,deursigtigheid,,,okusobala,,,,ukubaselubala,ukubasekuhleni,ukungafihlisi,,kungabi nemfihlo,kungagodli,,,ubukhanyelo,,,,peopepeneneng,ponatshego,pepeneneng,pepeneneng,ntšhetšonyanyeng,ponagatšo,,,ponaletso,,,,u vha khagala,,,vupepenene,nkavuciva,
dsac_multi_parl_00434,tricameral parliament,,,,driekamerparlement,,,iphalamende elinxantathu,,,,ipalamente engunxantathu,,,,iphalamende leligumbintsatfu,,,,ipalamende encantathu,,,,palamente ya seraro,,,palamente ya mengwakomeraro,,,,,palamente e ntlotharo,,,,phaḽamennde ya nnḓu tharu,,,palamende ya tihuvo tinharhu,,
dsac_multi_parl_00435,Truth and Reconciliation Commission,TRC,,,Waarheid-en-Versoeningskommissie,WVK,,iKhomishana Yamaqiniso Nokubuyisana,,,,iKhomishini yeNyaniso noXolelwaniso,iSAHRC,,,Ikhomishini Yemaciniso Nekubuyisana,i-TRC,,,iKomitjhini yamaQiniso nokuBuyisana,,,,TRC,Khomišene ya Boammaruri le Poelano,,TRC,Khomišene ya Therešo le Poelanyo,,,,TRC,Khomishene ya Nnete le Poelano,,,Khomishini ya Vhungoho na Vhupfumedzani,,,TRC,Khomixini ya Ntiyiso na Ndzivalelano,
dsac_multi_parl_00436,two-thirds majority,,,,tweederdemeerderheid,,,ubuningi bokubili kokuthathu,,,,isininzi sesibini esithathwini,,,,linyenti lakubili kulokutsatfu,,,,ubunengi bokubili kokuthathu,,,,bontsi jwa peditharong,,,bontši bja peditharong,,,,,bongata ba pediborarong,,,,vhunzhi ha mbili tsha raru,,,vunyingi bya mbirhi-xa-nharhu,,
dsac_multi_parl_00437,unicameralism,,,,unikameralisme,,,iphalamende lendlu eyodwa,,,,ipalamente enendlu enye,,,,bugumbinye,,,,ihlelo lepalamende elincanye,,,,bontlonngwe,,,palamente ya ngwako o tee,,,,,bontlonngwe,,,,phaḽamennde ya nnḓu nthihi,,,palamende ya huvo yin'we,,
dsac_multi_parl_00438,unitary state,,,,eenheidstaat,,,umbuso weqembu elilodwa,,,,isizwe esinorhulumente omnye,,,,umbuso lobumbene,,,,umbuso osiqhemanye,,,,puso ya bojosi,,,mmušo wa botee,,,,,mmuso o bohareng,,,,muvhuso wa ndangwakati,,,mfumo wa vandla rin'we,,
