id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,afr__004,afr__005,afr__006,xho__001,xho__002,xho__003,xho__004,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,nde__002,nde__003,tsn__001,tsn__002,tsn__003,tsn__004,nso__001,Syonym__-,nso__002,nso__003,nso__004,sot__001,sot__002,sot__003,ven__001,ven__002,ven__003,ven__004,ven__005,ven__006,tso__001,tso__002,tso__003,tso__004
dsac_pharm_sec_00232,emetic {medicine that causes vomiting},,,emetikum,braakmiddel,,,,,iyeza lokugabha,iyeza lokuhlanzisa,,,sihlantisi,sigabhisi,siphalazisi,,isigabho,isiphalazisi,isihlanzisi,setlhatsisi,,,,sehlatšiši,,,,,moriana o hlatsisang,,,tshiṱanzisi,,,,,,xihlantisi,xihazisi,,
dsac_pharm_sec_00233,encephalitis {inflammation of the brain},,,breinvliesontsteking,enkefalitis,ensefalitis,,,,ukukrala kobuchopho,iensefalayithisi,,,kuvuvuka kwebucopho,i-ensefalayithisi,,,ukufutha kobuqopho,i-ensefalayithisi,,thurugoboko,,,,tšhatšhamelothurugobjoko,,ensifilaethisi,,,borurusi ba boko,ensefelaethisi,,nzwimbavhuluvhi,,,,,,mpfimbabyongo,ndzhumbelabyongo,,
dsac_pharm_sec_00234,endemic disease,,,endemiese siekte,,,,,,isifo sengingqi,,,,sifo sakuleyondzawo,,,,isifo sendawo,ubulwele balapho,,bolwetse jwa tikologo,,,,bolwetšifelo,,,,,lefu la tikoloho e itseng,,,vhulwadzehapo,,,,,,vuvabyi bya ndhawu,,,
dsac_pharm_sec_00235,endocrine system,,,endokriene stelsel,,,,,,ulungelelwanolawulo lwamadlala,,,,kusebentisana kwemadlala,,,,isebenziswano lamadlala,,,matlhamaganyane a dire-homoune,,,,mokgwapeakanyothaka,,,,,taolo ya dihomoune,,,sisiṱeme ya thanga,,,,,,sisiteme ya nhlarimbya,,,
dsac_pharm_sec_00236,endometriosis,,,endometriose,,,,,,isihluma esibelekweni,,,,sifo sekusabalala kwemantfweshu esibeletfweni,,,,ukuvela kweemila esibelethweni,,,bolwetse jwa lothapopelo,,,,bolwetšikalopopelo,,endomethereosisi,,,endometreosisi,,,vhulwadze ha u balangana ha tsikila dza mbumbelo,phaḓalalo ya tsikila dza mbumbelo,,,,,vuvabyi bya khumbi ra xivelekelo,,,
dsac_pharm_sec_00237,endometrium,uterus lining,,endometrium,baarmoederwand,,,,,inwebu yesibeleko,,,,lutfwatfwasi lwesibeletfo,,,,ithwethwesi lesibeletho,,,lothapopelo,boalopopelo,,,boalopopelo,,endomethiriamo,,,lera le ka hara popelo,endometriamo,,tsikila ya mbumbelo,endometriamu,,,,,khumbi ra xivelekelo,,,
dsac_pharm_sec_00238,endotoxin,,,endotoksien,endotoksine,,,,,ityhefu ekwintsholongwane,,,,butsi lobuhlasela inhlayiya,butsi lobhlasela emaseli emtimbeni,,,itjhefu yomulwana,i-endothokzini,,botlhole jwa mogare,,,,mphologarepaketheria,,,,,tjhefu e ka hara baktheria,,,mulimombangwa nga bakitheria,endotokizini,bakitheria mbangwamulimo,,,,vuxungu bya le ndzeni ka sele,,,
dsac_pharm_sec_00239,enema,clyster,,enema,dermspoeling,klisma,,,,iyeza lokucima,,,,kucatseka,kupeyita,,,ukucatha,ukupeyida,,peita,,,,peita,,go peita,,,ho peita,,,tshipeiṱi,,,,,,ku peyinta,,,
dsac_pharm_sec_00240,enteric coating,,,enteriese bedekking,,,,,,ukwaleka ipilisi,,,,kugcotjiselwe kuncibilika kancane kancane,,,,ukwelekela amathunjana,,,thetefatsopilisi ya tsorwane,,,,khoututitelatologo,,,,,khoutu e diehisang ho qhibidiha ha pidisi,,,nḓodzaluvhemba phirelamalani,,,,,,pilisintoto ro tswongiwa emarhumbyini,,,
dsac_pharm_sec_00241,enteritis,,,enteritis,dermontsteking,ingewandsontsteking,,,,ukukrala kwamathumbu,,,,kudvumba kwelitfunjana,,,,ubuhlungu bamathunjana,,,thurugomala,,,,tšhatšhamelothurugolelana,,leatla,,,borurusi ba mala,,,nzwimbalula,,,,,,mpfimbamarhumbu,ndzhumbelamarhumbu,,
dsac_pharm_sec_00242,ephedrine,,,efedrien,efedrine,,,,,iefedrini,,,,i-ifedrini,,,,i-efedrini,,,efederaene,,,,ifedirine,,ifedrine,,,efetrine,,,ephedrine,,,,,,efedirini,,,
dsac_pharm_sec_00243,epidural anaesthetic <Great Britain>,epidural anesthetic,,epidurale narkosemiddel,,,,,,isidambisizivo zomqolo,,,,sidzambisimiva semgogodla,,,,isidambisi semizwa yangenzasi kwedini,,,kidibatsokokotlo,,,,seidibatšihlabamokokotlo,,seidibatši sa ephitšurale,,,sethethefatsi sa mokolla,,,tshidzidzivhadzivhupotiwa,u ṱhavhiwa kha muṱoḓo,,,,,xititivatalongo,xitlanyatalongo,,
dsac_pharm_sec_00244,epilepsy,,,epilepsie,vallende siekte,,,,,isithuthwane,ukuxhuzula,isifo sokuwa,,sitfutfwane,sifo sekuwa,,,isithunthwana,,,mototwane,seebana,,,dikotwane,,bolwetši bja go wa,,,sethwathwa,,,tshifakhole,tshiririvha,tshiivha,,,,switshetshela,,,
dsac_pharm_sec_00245,erythema dose {radiation},,,eriteemdosis,,,,,,umlinganiselo wotshisosikhumba,,,,silinganisokuklabhela,,,,isilinganiselo sokutjhiswa kwesikhumba,,,mothamo wa phisotlalo,tekanyetsamolemo sa phisotlalo,,,tekanyohlarehwibitšatlalo,,,,,tekanyo ya redieishene e tlerefatsang,,,phimo ya mufhiso wa u tswukulusa lukanda,,,,,,mpimamurhi wa erithema,,,
dsac_pharm_sec_00246,erythrocyte,red blood cell,,rooibloedsel,eritrosiet,,,,,iseli yegazi ebomvu,ierithrosayithi,,,iseli yengati lebovu,i-erythrocyte,,,iseli leengazi elibomvu,,,sele ya madi a mahibidu,,,,selekhubedu,,,,,sele ya madi e kgubedu,,,seletswuku ya malofha,tsikitswuku ya malofha,,,,,sele ya ngati yo tshwuka,,,
dsac_pharm_sec_00247,erythromycin {antibiotic},,,eritromisien,,,,,,ierithromayisini,,,,sibulalimagciwane,i-erithromisini,,,isibulalimulwana,i-erithromayisini,,eritheromaesine,,,,eritheromaesini,,,,,erithromaesini,,,eristhromaisini,eristhromaisini,,,,,erayithiromayisini,,,
dsac_pharm_sec_00248,escalating dosage,,,stygende dosis,,,,,,umlinganiselo owongezwayo,,,,silinganisomutsi lesengetwako,,,,isilinganiselo esingezelelwako,,,koketso ya mothamo,koketso ya tekanyetsamolemo,,,tekanyohlarekoketšego,,,,,tekanyetso e matlafatswang,,,nyengedzo ya phima dzilafho,,,,,,mpimamurhiengeteleko,,,
dsac_pharm_sec_00249,essential medicine,,,essensiële medisyne,noodsaaklike medisyne,,,,,amayeza angundoqo,,,,umutsi losidzingo,umutsi losisekelo,,,isihlahla ekuphilwa ngaso,isihlahla esisisekelo,,molemo wa botlhokwa,molemo wa motheo,,,sehlarenyakegokgolo,,,,,moriana o hlokahalang,,,mushonga wa ndeme,,,,,,murhixidingo,,,
dsac_pharm_sec_00250,ethanoic acid,acetic acid,,asynsuur,etanoësuur,,,,,iviniga yaselebhu,iathanoyikhi asidi,,,i-esidi lenebuviniga,,,,iviniga,,,aseine,,,,esiti ya ethanoiki,,binika,,,esiti ya ethanolo,,,viniga,ethanoikiesidi,ethanoikidungi,,,,ethanoyikiasidi,,,
dsac_pharm_sec_00251,ethanol,ethyl alcohol,,etanol,etielalkohol,,,,,i-ithanoli,,,,i-alkhoholi,,,,i-ethanoli,,,ithanolo,,,,ethanolo,,,,,ethanolo,,,ethanoḽo,,,,,,ithanolo,,,
dsac_pharm_sec_00252,ethical drug,,,etiese medisyne,etiese geneesmiddel,,,,,ichiza elifumaneka ngokusemthethweni,,,,umutsi lomiselwe,likhambi lelimiselwe,,,isihlahla esitholakala ngomlayelo,,,molemo o o laoletsweng,,,,sehlaretumelelwa,,,,,moriana o molaong,,,tshidzidzivhadzi tsho themendelwaho,tshidzidzivhadzithemendelwa,,,,,xidzidziharisindzawulelo,,,
dsac_pharm_sec_00253,eutectic <adj.> {a solution},,,eutekties,,,,,,-nyibilika lula,,,,-ncibilika kakula,,,,-ncibilikako,,,-pelelotlase,- yuthektik,,,-tološwago nolo,,,,,-yuthekthiki,,,tshiluḓitshayatshanduko,tshidzidzivhadzithemendelwa,,,,,-tiyan'oka hi ku olova,,,
dsac_pharm_sec_00254,excipient,,,bindmiddel,bindstof,,,,,isongezelelo kulwenziwoyeza,,,,sitsakophilisi,,,,isithako sepilisi,,,sekopanyaditeng tsa pilisi,,,,setlaleletšaphilisi,,,,,setswaki,,,zwivhumbamishonga,,,,,,xiheleketapilisi,,,
dsac_pharm_sec_00255,excoriation,,,skawing,afskawing,,,,,umenzakalo esikhumbeni,,,,kuhwebheka,kuhhwebheka,,,ukuphunyuka,,,lengapo,,,,mongwapo,,go ngapega,,,mohwabadi,,,mbalealukanda,,,,,,ku haleka,ku khwayeka,,
dsac_pharm_sec_00256,excretion,,,uitskeiding,ekskresie,,,,,okukhutshwa ngumzimba,,,,kukhipha kungcola emtimbeni,,,,ukukhupha okungasafunekiko emzimbeni,,,go nya (sk. metsi),,,,ntšhotšhilammeleng,,,,,ho ntsha tshila mmeleng,ho ntsha manya a mmele,,u bvisa tshika,vhubvisatshika,,,,,ku humesa thyaka,,,
dsac_pharm_sec_00257,excretory system,,,uitskeidingstelsel,ekskresiestelsel,,,,,inkqubo yokukhupha komzimba,,,,luhlelo lwekukhipha kungcola emtimbeni,,,,irherho lokukhupha okungafunekiko emzimbeni,,,matlhamaganyane a ntsholeswe,,,,mokgwapeakanyontšhotšhilammeleng,,,,,taolo ya ho ntsha tshila mmeleng,taolo ya ho ntsha manya a mmele,,sisiṱeme ya u bvisa tshika muvhilini,sisteme ya bvisatshika,,,,,sisiteme yo humesa thyaka,,,
dsac_pharm_sec_00258,exhaustion,,,uitputting,,,,,,ukudubeka komzimba,,,,kudzinwa,kukhatsala,,,ukudinwa khulu,,,molapo,letsapa,,,molapo,,tapo,,,mokgathala,,,khuleanungo,maneto,,,,,ntshimbitelo,,,
dsac_pharm_sec_00259,exotoxin,,,eksotoksien,eksotoksine,,,,,ityhefu ekhutshwa yintsholongwane,,,,butsi lobuhlasela lingaphandle lenhlayiya,,,,itjhefu esahlela ilingaphandle leseli,,,botlholelwantle,,,,mpholontlepaketheriya,,,,,tjhefu e kantle ho baktheria,,,mulimomviselwannḓa ha bakitheria,ekzothkizini,mulimomviselwannḓa ha sele,mulimomviselwannḓa ha tsiki,,,vuxungu bya le handle ka sele,,,
dsac_pharm_sec_00260,expectorant,,,ekspektorant,slymverdunner,,,,,isithambisisikhohlela,,,,umutsi lotsambisa sifuba,,,,isihlahla esikhupha isikhohlela,i-ekspekthorenti,,semenisi,,,,sentšhasehuba,,sentšhasegohlolwa,,,sethapisasekgohlela,,,mushongamvisatshilangwa,,,,,,murhi wo pfula xifuva,xihumesisaxikhohlola,,
dsac_pharm_sec_00261,extended-release medication,,,vrystellingsgereguleerde medisyne,vrystellingsgereguleerde medikasie,verlengdevrystellingsmedisyne,verlengdevrystellingsmedikasie,,,iyeza elihlalayo emzimbeni,,,,umutsi losebenta sikhatsi lesidze,,,,isihlahla esisebenza isikhathi eside,,,kalafi ya pakaleele,,,,tokollohlarekatološo,,,,,moriana o lekanyeditsweng nako e telele,,,mushongamushuma nga mutomemutome,,,,,,murhi wo tirha nkarhi wo leha,,,
dsac_pharm_sec_00262,family history {of e.g. illnesses},,,familiegeskiedenis,,,,,,imbali yempilo yosapho,,,,umlandvomphilo wemndeni,,,,umlando womndeni,,,hisetori ya tshika,,,,historilapa,,,,,nalane ya bokulo lapeng,,,ḓivhazwakale ya muṱa,,,,,,matimu ya ndyangu,,,
dsac_pharm_sec_00263,fibrosis,,,fibrose,bindweefselverdikking,,,,,ifayibhrosisi,,,,sifo semitsambo,,,,ifayibhrosisi,,,tlhalefatso,kgobatiso,,,faeporosisi,,,,,faebrosisi,,,faiburosisi,faibrosisi,,,,,fayiburosisi,,,
dsac_pharm_sec_00264,finished product {medicinal product},,,eindproduk,voltooide produk,,,,,imveliso egqityiweyo,iyeza eligqityiweyo ukwenziwa,,,umkhicito,,,,umkhiqizo opheleleko,ipahla epheleleko,,kunokonosetswa,,,,sehlarephethagetše,,,,,sehlahiswa se phethetsweng,,,tshibveledzwakhunyeledzwa,,,,,,ximakiwa lexi nga hela,,,
dsac_pharm_sec_00265,fixed oil,,,nievlugtige olie,,,,,,ioyile engangxengwanga,ioyile engaphithikezwanga,,,i-oyili lengahwamuki,emafutsa langahwamuki,,,i-oli yokudla engatjhugulukiko,amafutha wokudla angatjhugulukiko,,oli e e tlhomameng,,,,olisemoyafale,,,,,oli ya tlhaho e sa moyafaleng,,,mapfuramvelo,oiḽimvelo,,,,,mafurha ya ntumbuluko,,,
dsac_pharm_sec_00266,food poisoning,,,voedselvergiftiging,,,,,,ukuguliswa kukutya okutyhefekileyo,,,,kugula lokubangwa kudla lokunebutsi,,,,ukuguliswa kukudla okunetjhefu,,,sejeso,bolwetse jwa botlholedijong,,,bolwetšitšhilafalodijong,,,,,ho kudiswa ke dijo,,,vhulwadze ha tshikafhadzo,vhulimodzwa nga zwiḽiwa,,,,,nchefuhato hi swakudya,,,
dsac_pharm_sec_00267,forceps,tongs,,tang,pinset,forceps,knyper,klem,klamp,isibambo kwigumbi lotyando,,,,ludlawu,,,,idlawu,,,motang,,,,sepato,,,,,tong,tang,,tshifaro tsha fosepusi,,,,,,xitsavulo,,,
dsac_pharm_sec_00268,formaldehyde,,,formaldehied,,,,,,ifomalidihayidi,,,,ifomalidihayidi,,,,ifomaldihayidi,,,fomaldehaede,,,,fomaletehaete,,lenaneohlare,,,fomaldehaete,,,fomaladihaidi,,,,,,fomalidihayidi,,,
dsac_pharm_sec_00269,formulary,,,formularium,,,,,,uluhlu lwamayeza agunyazisiweyo,,,,luhlu lwemitsi legunyatiwe,,,,irhelo leenhlahla ezenyuliweko,ifomulari,,lenane la melemo,,,,fomulari,,,,,fomulari,,,mutevhe wa mishongatiwa,fomuḽari,,,,,nxaxamelo wa mirhi,nongoloko wa mirhi,fomulari,
dsac_pharm_sec_00270,frostbite,,,vriesbrand,,,,,,ukutyiwa yiqabaka,,,,kudlavutwa lichwa,umdlavutwamakhata,,,amarhojani,,,selomo sa serame,,,,kgobalohlolwakebotšididi,,,,,lebajwa,,,mupisexwatu,,,,,,vuvabyi bya gwitsi,,,
dsac_pharm_sec_00271,gallstone,,,galsteen,,,,,,amatye enyongo,,,,litjenyongo,,,,ilitjana lenyongo,,,letlapasantlhoko,letlapasantlhoko,letlapagaumakwe,,maswikanagala,,,,,lejwana la nyooko,,,thongwana kha tshavhuṱungu,,,,,,xiribyananyongweni,,,
dsac_pharm_sec_00272,gamete,sex cell,,gameet,geslagsel,,,,,iseli yenzala,,,,liselintalo,,,,iseli lobulili,igamithi,,peo,,,,diselepeu,,,,,peo,,,sele ya mbeu,tsiki ya mbeu,,,,,selembeleko,,,
dsac_pharm_sec_00273,gangrene,,,gangreen,,,,,,ukubola kwelungu lomzimba,igangrini,,,igangrini,kuvundza kwesicu semtimba,,,isifula,igengrini,,ntho e e kekelang,kankaranki,,,kankerine,,,,,kankrini,,,gangirini,gangrini,,,,,phokolo,gangarini,,
dsac_pharm_sec_00274,gargle <n.>,gargle solution,,gorrelmiddel,,,,,,iyeza lokurharhaza,,,,sihahati,,,,isirharhazi,,,setsukudi,,,,go kgakgametša,,,,,mokgakgatso,,,mukulu-kusha,,,,,,xihhahhazi,xigobyoti,,
dsac_pharm_sec_00275,gastric ulcer,stomach ulcer,,maagseer,maagsweer,peptiese ulkus,gastriese ulkus,,,isilonda esikwinwebu yesisu,ialsa yesisu,,,silondza sasesiswini,,,,isilonda esisemathunjini,i-alsa engemathunjini,,kgobogomogodu,nthomogodu,sesomogodu,,sešomogodung,,seso mohodung,,,leqeba mohodung,seso mohodung,,zwilonda zwa thumbuni,,,,,,xilondza-ndzeni-ka-khwiri,,,
dsac_pharm_sec_00276,gastroenteritis,,,gastroënteritis,gastro-enteritis,maag-en-dermontsteking,maag-dermontsteking,,,ukukrala kwesisu,,,,kuvuvuka kwesisu,kudvumba kwesisu,,,ubuhlungu bamathumbu,,,thurugoteng,thurugomala,,,tšhatšhamelothurogo,,,,,borurusi ka maleng,,,nzwimbathumbu,,,,,,mpfimbabyeke,ndzhumbelabyeke,,
dsac_pharm_sec_00277,gastrointestinal <adj.>,,,gastroïntestinaal,gastro-intestinaal,maag-dermxho,,,,-phathelene nesisu,,,,-phatselene nesisu,,,,-phathelene namathumbu,,,- thurugoteng,- thurugomala,,,-dilego ka teng,,,,,-maleng,,,zwa thumbuni,,,,,,-byeke,,,
dsac_pharm_sec_00278,gatekeeper {e.g. health professional},,,hekwagter,,,,,,umxilongi wokuqala,,,,umhlahlilunyango,,,,umhlahlindlela kezokwelapha,,,motlhokomedi,,,,mohlokomediphelo,,mmulamadibogo,,,mohlokomedi wa tsa bophelo,,,muṱanganedzamulwadze,,,,,,makombandlela wa vatshunguriwa,,,
dsac_pharm_sec_00279,gauze {bandage},,,gaas,,,,,,ibhandeji eyasuyasu,igozi,,,igozi,ibhandishisisefo,,,ibhanditjhi eyisefana,,,sebofisefo,,,,lešelanakhupetšantho,,,,,kose,,,banditshi ya sefo,gozo,,,,,gozi,,,
dsac_pharm_sec_00280,gelatin,,,gelatien,,,,,,ijelathini,,,,ijelathini,setiyisi,,,ijelathini,,,bolepurapo,jelathini,,,tšelathini,,sethemiši,,,jelatini,,,dzheḽathini,,,,,,jelathini,,,
dsac_pharm_sec_00281,gene,,,geen,,,,,,isakhi sofuzo,ijini,,,sakhilufuto,,,,isakhi sefuzo,isithako sefuzo,,bosika,,,,tšini,,lešika,,,jini,,,dzhini,,,,,,xilawulantekelelo,,,
dsac_pharm_sec_00282,general anaesthesia <Great Britain>,general anesthesia,,narkose,algemene verdowing,anestesie,,,,ukulalisa izivo,,,,kudzambisa imiva yonkhe,,,,ukulaliselwa ukuhlinzwa,,,kidibatsokakaretso,,,,kidibatšoyammeleohle,kidibatšommelemoka,,,,sethethefatsammele,,,tshidzidzivhadzinyangaredzi,,,,,,ntitivatamiri,ndzhidzhihatamiri,,
dsac_pharm_sec_00283,gene therapy,,,geenterapie,,,,,,unyango ngesakhi sofuzo,,,,lunyangosakhi selufuto,,,,ukwelapha ngesakhi sefuzo,ukwelapha ngesithako sefuzo,,kalafobosika,,,,kalafomokgwašika,,kalafomokgwatšine,,,kalafo ka dijini,,,thyeraphi ya dzhini,,,,,,ntshungulo wa xilawulantekelelo,therapi ya xilawulantekelelo,,
dsac_pharm_sec_00284,genetic disease,,,genetiese siekte,,,,,,isifo esilufuzo,,,,sifolufuto,,,,isifo sefuzo,,,bolwetse jwa tshika,,,,bolwetšišika,,,,,lefu la dijini,,,vhulwadze ha dzhini,,,,,,vuvabyitekelelwa,,,
dsac_pharm_sec_00285,genome,,,genoom,chromosoomstel,,,,,izakhi zofuzo,,,,takhilufuto letiphelele,,,,izakhi zefuzo sezizoke,iinthako zefuzo sezizoke,ijinomu,bosikagotlhe,jenome,,,ditšini ka moka,,lešikaohle,tšinoumu,,jinoumu,,,dzhinomu,ṱhanganyelo ya dzhini,,,,,swilawulantekelelo hinkwaswo,jinomu,,
dsac_pharm_sec_00286,geriatric care management,elder care management,GCM,bejaardesorgbestuur,geriatriesesorgbestuur,,,,,unyango lwabadala,,,,lulawulomphilo lwalabadzala,lulawulo lwekunakekelwa kwalabadzala,,,ilawulo letlhogomelo labadala,ilawulo lokutjhejwa kwabadala,,taolotlhokomelo ya bagodi,,,,taolotlhokomelotšofe,,,,,tsamaiso ya tlhokomelo ya maqheku,,,ndaulo ya ndondola vhaaluwa,,,,,,vulawulanhlayiso bya vadyuhari,vulawulavuongori bya vadyuhari,,
dsac_pharm_sec_00287,glaucoma {eye condition},,,gloukoom,,,,,,uxinzelelo kwiliso,iglukhoma,,,sifo semitsambo yeliso,iglokhoma,,,ubulwele bemithambo yelihlo,idlhawukhoma,,bolwetse jwa methapoitlho,tlelokhoma,,,kgatelelokgoloihlong,,tlelokhoma,,,tlelokhoma,,,glakhoma,Vhulwadze ha vhuṱaledzi ha mato,,,,,vuvabyi bya nsiha wa tihlo,dlilawukhoma,,
dsac_pharm_sec_00288,glidant {in tablet making},,,glymiddel,,,,,,isihambisilula esingumgubo,,,,sishelelelisi,sihambisi,,,isitjhelelisi,,,sereledisi,,,,sethelediši,,,,,sethellisi,,,tshisuvhisi,,,,,,xirhetisi,,,
dsac_pharm_sec_00289,glycerin <Preferred>,glycerine,glycerol,gliserien,gliserine,gliserol,,,,igliserina,,,,iglezerini,,,,idlhezerina,,,tleleserini,,,,tleleserini,,sethemiši,,,tleleserini,,,giḽezerina,,,,,,dlileserina,,,
dsac_pharm_sec_00290,good clinical practice,GCP,,goeie kliniese praktyk,,,,,,ulandelomigaqo kwezonyango,,,,kwelapha lokulungile,,,,imikghwa emihle kezokwelapha,,,mokgwamontle wa kalafi,,,,medirolebakalafo,,,,,mekgwa e nepahetseng ya bongaka,,,mashumele kwao a zwa mutakalo,,,,,,matirheloxitlinikali ma hombe,,,
dsac_pharm_sec_00291,good distribution practice,GDP,,goeie verspreidingspraktyk,,,,,,ulandelomigaqo kwezohanjisomayeza,,,,tindlela letilungile tekusatjalaliswa kwemitsi,,,,imikghwa emihle yesabalalisonhlahla,,,mokgwamontle wa phasalatso,,,,dihlarephatlalatšokam aleba,,,,,mekgwa e nepahetseng ya kabo,,,mashumele kwao a zwa nḓisedzo,,,,,,mahangalaselonene,,,
dsac_pharm_sec_00292,gout {inflammation of the joints},,,jig,,,,,,igawuthi,,,,likhunkhulo,igawuthi,,,igawuthi,,,thurugotokololo,kaoto,,,kaoto,,,,,kaothe,,,gauthu,,,,,,gawuti,,,
dsac_pharm_sec_00293,granulation {e.g. tablet making},,,granulering,granulasie,verkorreling,korreling,,,ubumbopilisi,,,,kwenta emahhaye,,,,ukubumba ipilisi,,,popothoro,,,,thorofatšo,,,,,popeho ya dithollo,,,u bveledza thoro,vhubveledza madzhoro,vusika madzhoro,u bveledza madzhoro,,,ndzhohohato,njhorhohato,,
dsac_pharm_sec_00294,green-stick fracture,,,groenhoutbreuk,buigbreuk,knakbreuk,,,,ukuchachamba nokugobeka kwethambo,,,,kufafabuka nekugobeka kwelitsambo,,,,ukuthathamba kwethambo,ukusasamba kwethambo,,thobegokobo,,,,phetlego,,thinyego,,,ho robeha ha ba banyane,,,phiḓeo,,,,,,mpandzekompetsekorhambumatabyana,,,
dsac_pharm_sec_00295,gripe water,,,krampwater,,,,,,igripe water,,,,i-gripe water,umutsi wamankhatjana,,,i-gripe water,,,molemokgadikego,metsikgadikego,setlharekgadikego,,kraepewotha,,,,,metsi a kholiki,,,gireipiwotha,,,,,,xiwundza,,,
dsac_pharm_sec_00296,habit-forming <adj.>,,,gewoontevormend,afhanklikheidsvormend,,,,,uqheloyeza ngumzimba,,,,-tayetanako,,,,-qhelako,,,-gogela,-tlwaetsa,,,-hlolago bokgoba,,-lemago,,,-isang bokgobeng,,,dzema,,,,,,-toloveta,,,
dsac_pharm_sec_00297,halitosis,bad breath,,halitose,slegte asem,stinkasem,,,,ukunuka komlomo,,,,liphunga lemlomo,kunuka kwemlomo,,,ukunuka komlomo,,,nkgolegano,nkgomowa,,,nkgolegano,,,,,ho nkga lehano,halithousisi,,u nukha mulomo,,,,,,manghumbu,,,
dsac_pharm_sec_00298,hallucination,,,hallusinasie,sinsbedrog,,,,,ukubona nokuva okungekhoyo,,,,kuhhema,,,,ukubona nokuzwa izinto ezingekho,,,iphoro,phaphamogo,,,mafofonyane,,,,,ho utlwa le ho bona tse siyo,halusineishene,,mafhafhaḓo,u vhona na u pfa zwi siho,,,,,mihahamo,mijamujamu,,
dsac_pharm_sec_00299,hard drug,,,harde dwelm,hoog afhanklikheidsvormende dwelm,hoog verslawende dwelm,,,,isiyobisi esinamandla,,,,sidzakamiva lesibukhali,sidzakamiva lesinemandla,,,isidakamizwa esibukhali,,,molemotota,,,,seokobatšimaatla,,seokobatšigale,,,sethethefatsi se matla,,,tshidzidzhivhadzi tsha vhuhali,,,,,,xidzidziharisi xa matimba,xidzidziharisi xa ntamu,,
dsac_pharm_sec_00300,health hazard,,,gesondheidsgevaar,gesondheidsrisiko,,,,,ubungozi kwezempilo,,,,bungoti kutemphilo,,,,ubungozi kezamaphilo,,,bokotsipholong,,,,kotsiphelo,,,,,-kotsi bophelong,,,khombo kha mutakalo,,,,,,khombo eka rihanyu,nghozi eka rihanyu,,
dsac_pharm_sec_00301,heartburn,,,sooibrand,pirose,,,,,isitshisa,isilungulela,,,silungulela,,,,isilungulela,,,lesokolela,,,,seokolela,,,,,lesokolla,,,tshiungulela,,,,,,xangulelo,,,
dsac_pharm_sec_00302,heart disease,cardiovascular disease,,hartkwaal,hartsiekte,kardiovaskulêre siekte,,,,isifo sentliziyo,,,,sifo senhlitiyo,,,,ubulwele behliziyo,isifo sehliziyo,,bolwetse jwa pelo,,,,bolwetši bja pelo,,,,,lefu la pelo,,,vhulwadze ha mbilu,,,,,,vuvabyi bya mbilu,,,
dsac_pharm_sec_00303,heart failure,HF,,hartversaking,,,,,,ukuyekelela kwentliziyo,,,,kungasebenti kahle kwenhlitiyo,,,,ukubhalelwa kwehliziyo,,,kemo ya pelo,,,,go palelwa ga pelo,,go šitwa ga pelo,,,ho imelwa ha pelo,,,u kundelwa ha mbilu,,,,,,ntsandzeko wa mbilu,,,
dsac_pharm_sec_00304,heart transplant,,,hartoorplanting,,,,,,ufakelontliziyo,,,,inhlitiyo yekufakwa,,,,ukufakelwa ihliziyo,,,jalelelopelo,,,,pšalollo ya pelo,,,,,ho kenngwa pelo,,,vhudzhenisambilu,,,,,,nsimulansimeko wa mbilu,,,
dsac_pharm_sec_00305,heat exhaustion,,,hitteuitputting,warmteuitputting,,,,,ukudutywa bubushushu,,,,kucotjwa kushisa,kudvubuteka ngekushisa,,,ukuqotjwa mtjhiso,,,letsapagotlhe,,,,bolwetšihlolwakephišo,,,,,ho tepelliswa ke motjheso,,,maneto nga mufhiso,,,,,,makarhalo hi rihisa,ntshimbitelo hi rihisa,,
dsac_pharm_sec_00306,herbal medicine,,,kruiemedisyne,,,,,,iyeza lemvelo,,,,emakhambi,,,,isihlahla sesintu,,,mesunkwane,,,,mešunkwane,,,,,methokgo,pitsa,,mushonga mubva kha tshimela,,,,,,vutshunguri bya mitsembyana,,,
dsac_pharm_sec_00307,herbal tea,,,kruietee,,,,,,iti eliyeza,,,,litiya lemakhambi ekwelapha,,,,itiye eyelaphako,,,tee ya mesunkwane,,,,teyemešunkwane,,,,,teye ya ditlamatlama,,,tie ya tshimela,tie ya dzilafho,tie ya mushonga,tie ya hebaḽa,,,tiya ya mitsembyana,,,
dsac_pharm_sec_00308,hereditary disease,,,oorerflike siekte,erflike siekte,hereditêre siekte,,,,isifo esifuzwayo,,,,sifo selufuto,,,,ubulwele befuzo,isifo sefuzo,,bolwetse jwa tshika,,,,bolwetšiabela,,,,,lefu la lefutso,,,vhulwadze ha vhumamela,vhulwadze ha u dzhiela,,,,,vuvabyintekelelo,,,
dsac_pharm_sec_00309,hernia,rupture,,breuk,hernia,,,,,iheniya,,,,sikhwacetfumbu,iheniya,,,iheniya,,,serwetumpu,,,,senapa,,henia,,,henia,,,thuzuwa,henia,,,,,heniya,,,
